"referrer","partgender","anchoring","anch_n","anch_m","anch_sd","study","stat_know","spss","rcran","stata","sas","matlab","python","other","nopro","noanch","rng","full","tries","descr","bonus"
"R_38xRJurCRPdYtxP",1,0,25,2892.02,1263.55,1,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",0,0,25,2742.88,1069.23,1,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",1,1,25,3998.25,1339.61,1,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",0,1,25,4430.65,1266.01,1,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",1,0,25,2560523.15,980563.25,2,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",0,0,25,1965333.3,740523.88,2,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",1,1,25,3719962.23,1545632.55,2,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",0,1,25,3905130.24,1945652.74,2,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",1,0,25,15300.12,6532.26,3,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",0,0,25,17658.33,7652.64,3,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",1,1,25,30269.25,8211.35,3,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",0,1,25,32358.27,7538.2,3,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",1,0,25,1326.05,635.01,4,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",0,0,25,3256.32,2489.35,4,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",1,1,25,32458.22,10262.36,4,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_38xRJurCRPdYtxP",0,1,25,35256.73,11525.77,4,"6","1","1",NA,NA,NA,NA,NA,NA,0,0,0,"10","What I should have done is go back to the reported means and standard deviations by Kahneman et al. and simulate some data. Now, I basically guessed some means based on what I would answer as a participant in the Kahneman et al. studies and played around with the SDs to get green check marks.","1"
"R_e8KA2KyuDdGa7Rj",1,0,25,1907.14,458.36,1,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",0,0,25,1853.58,526.52,1,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",1,1,25,3132.37,389.43,1,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",0,1,25,3052.66,343.23,1,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",1,0,25,2388152.74,920742.17,2,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",0,0,25,2182829.34,771300.84,2,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",1,1,25,3995383.23,672492.63,2,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",0,1,25,3929427.8,655888.05,2,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",1,0,25,10692.78,2244.6,3,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",0,0,25,10026.34,2090.02,3,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",1,1,25,29894.54,5299.88,3,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",0,1,25,30770.41,4795.63,3,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",1,0,25,12063.89,1566.69,4,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",0,0,25,12241.71,1793.54,4,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",1,1,25,31764.17,6006.09,4,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_e8KA2KyuDdGa7Rj",0,1,25,30676.79,5051.83,4,"7","1",NA,NA,NA,NA,NA,NA,NA,0,1,1,"1","In Excel, I entered the following in a cell: =NORMINV(RAND(),""mean"",""std. dev""). I entered my desired mean and standard deviation for each group, and then copied the function 24 times per group. Then, I calculated the mean and standard deviation of the generated numbers and used those for my responses. ","1"
"R_d6CakeFzNMcsjY1",1,0,25,2459.2,476.53,1,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",0,0,25,2339.6,473.86,1,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",1,1,25,4331.12,1225,1,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",0,1,25,3959.88,949.89,1,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",1,0,25,3335035.56,1003221.29,2,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",0,0,25,3567873.84,927348.97,2,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",1,1,25,2332655.6,882118.8,2,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",0,1,25,2544017.61,1077272.13,2,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",1,0,25,17424,9740.52,3,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",0,0,25,17659,9873.81,3,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",1,1,25,26460,8758.23,3,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",0,1,25,25823,10619.38,3,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",1,0,25,16057.76,8190.339972,4,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",0,0,25,14342.48,7984.34893,4,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",1,1,25,36328.16,9520.491758,4,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_d6CakeFzNMcsjY1",0,1,25,35547.48,8992.465782,4,"7","1","1","1",NA,NA,NA,"1",NA,0,1,1,"1","In the first ""study"" I filled in values by hand that I thought would be plausible. This took a long time, so in the remaining studies I used excel to simulate data and picked plausible ranges of values for the monte carlos. ","1"
"R_bNueNo2zueuVjs9",1,0,25,1842.31,325.44,1,"6","1",NA,NA,"1",NA,NA,NA,NA,0,0,0,"4","First, I made the males and females be identical at a low anchor and high anchor (i.e., 2533.00 for the females in the low anchor baby study, 26.513.00 for the males in the low anchor study). I did the same thing with the standard deviations, keeping in mind the value of the mean (i.e., for a mean of 2,000, the SD would be in the 200 range; for a mean of 26,000, the mean would be in the 2,000 range). Then I adjusted the male means and SDs slightly, all the while ensuring that the conditions were met. ","1"
"R_bNueNo2zueuVjs9",0,0,25,1937.29,367.15,1,"6","1",NA,NA,"1",NA,NA,NA,NA,0,0,0,"4","First, I made the males and females be identical at a low anchor and high anchor (i.e., 2533.00 for the females in the low anchor baby study, 26.513.00 for the males in the low anchor study). I did the same thing with the standard deviations, keeping in mind the value of the mean (i.e., for a mean of 2,000, the SD would be in the 200 range; for a mean of 26,000, the mean would be in the 2,000 range). Then I adjusted the male means and SDs slightly, all the while ensuring that the conditions were met. ","1"
"R_bNueNo2zueuVjs9",1,1,25,5766.99,402.68,1,"6","1",NA,NA,"1",NA,NA,NA,NA,0,0,0,"4","First, I made the males and females be identical at a low anchor and high anchor (i.e., 2533.00 for the females in the low anchor baby study, 26.513.00 for the males in the low anchor study). I did the same thing with the standard deviations, keeping in mind the value of the mean (i.e., for a mean of 2,000, the SD would be in the 200 range; for a mean of 26,000, the mean would be in the 2,000 range). Then I adjusted the male means and SDs slightly, all the while ensuring that the conditions were met. ","1"
"R_bNueNo2zueuVjs9",0,1,25,5795.52,395.81,1,"6","1",NA,NA,"1",NA,NA,NA,NA,0,0,0,"4","First, I made the males and females be identical at a low anchor and high anchor (i.e., 2533.00 for the females in the low anchor baby study, 26.513.00 for the males in the low anchor study). I did the same thing with the standard deviations, keeping in mind the value of the mean (i.e., for a mean of 2,000, the SD would be in the 200 range; for a mean of 26,000, the mean would be in the 2,000 range). Then I adjusted the male means and SDs slightly, all the while ensuring that the conditions were met. ","1"
"R_bNueNo2zueuVjs9",1,0,25,3221679,69147,2,"6","1",NA,NA,"1",NA,NA,NA,NA,0,0,0,"4","First, I made the males and females be identical at a low anchor and high anchor (i.e., 2533.00 for the females in the low anchor baby study, 26.513.00 for the males in the low anchor study). I did the same thing with the standard deviations, keeping in mind the value of the mean (i.e., for a mean of 2,000, the SD would be in the 200 range; for a mean of 26,000, the mean would be in the 2,000 range). Then I adjusted the male means and SDs slightly, all the while ensuring that the conditions were met. ","1"
"R_bNueNo2zueuVjs9",0,0,25,3247954,65583,2,"6","1",NA,NA,"1",NA,NA,NA,NA,0,0,0,"4","First, I made the males and females be identical at a low anchor and high anchor (i.e., 2533.00 for the females in the low anchor baby study, 26.513.00 for the males in the low anchor study). I did the same thing with the standard deviations, keeping in mind the value of the mean (i.e., for a mean of 2,000, the SD would be in the 200 range; for a mean of 26,000, the mean would be in the 2,000 range). Then I adjusted the male means and SDs slightly, all the while ensuring that the conditions were met. ","1"
"R_bNueNo2zueuVjs9",1,1,25,4587629,66426,2,"6","1",NA,NA,"1",NA,NA,NA,NA,0,0,0,"4","First, I made the males and females be identical at a low anchor and high anchor (i.e., 2533.00 for the females in the low anchor baby study, 26.513.00 for the males in the low anchor study). I did the same thing with the standard deviations, keeping in mind the value of the mean (i.e., for a mean of 2,000, the SD would be in the 200 range; for a mean of 26,000, the mean would be in the 2,000 range). Then I adjusted the male means and SDs slightly, all the while ensuring that the conditions were met. ","1"
"R_bNueNo2zueuVjs9",0,1,25,4565419,67124,2,"6","1",NA,NA,"1",NA,NA,NA,NA,0,0,0,"4","First, I made the males and females be identical at a low anchor and high anchor (i.e., 2533.00 for the females in the low anchor baby study, 26.513.00 for the males in the low anchor study). I did the same thing with the standard deviations, keeping in mind the value of the mean (i.e., for a mean of 2,000, the SD would be in the 200 range; for a mean of 26,000, the mean would be in the 2,000 range). Then I adjusted the male means and SDs slightly, all the while ensuring that the conditions were met. ","1"
