Site,Participant_ID,RowNumber,session_id,age,anagrams1,anagrams2,anagrams3,anagrams4,attention,attentioncorrect,backcount1,backcount10,backcount2,backcount3,backcount4,backcount5,backcount6,backcount7,backcount8,backcount9,bestgrade1,bestgrade2,bestgrade3,bestgrade4,bestgrade5,big5_01,big5_02,big5_03,big5_04,big5_05,big5_06,big5_07,big5_08,big5_09,big5_10,div3filler,elm_01,elm_02,elm_03,elm_04,elm_05,ethnicity,feedback,gender,highpower,instructbig5,instructintrinsic,instructmli,instructnfc,intrinsic_01,intrinsic_02,intrinsic_03,intrinsic_04,intrinsic_05,intrinsic_06,intrinsic_07,intrinsic_08,intrinsic_09,intrinsic_10,intrinsic_11,intrinsic_12,intrinsic_13,intrinsic_14,intrinsic_15,kposition,kratio,lowpower,lposition,lratio,major,mcdv1,mcdv2,mcfiller1,mcfiller2,mcfiller3,mcmost1,mcmost2,mcmost3,mcmost4,mcmost5,mcsome1,mcsome2,mcsome3,mcsome4,mcsome5,mood_01,mood_02,nfc_01,nfc_02,nfc_03,nfc_04,nfc_05,nfc_06,nposition,nratio,pate_01,pate_02,pate_03,pate_04,pate_05,rposition,rratio,sarcasm,selfesteem_01,stress_01,stress_02,stress_03,stress_04,tempest1,tempest2,tempest3,tempfollowup1,tempfollowup2,tempfollowup3,vposition,vratio,worstgrade1,worstgrade2,worstgrade3,worstgrade4,worstgrade5,year,Station,Date.x,Experimenter,Temperatureinlab,OrderofTasks,ClipboardWeight,IIResponse,SRCondition,SRMeetingResponse,SRConfidenceResponse,SRTFCorrect,Notes,StartDate.x,EndDate,NumberofDays,Pool1,Pool2a,Pool2b,Pool2c,Pool2d,Pool2e,Pool3,Pool4,Pool5a,Pool5b,Pool6,Pool7a,Pool7b,Pool7c,Pool7d,Pool7e,Pool8,Pool9,Pool10,Pool11,Pool12,Pool13,Pool14,Pool15,Pool16a,Pool16b,Pool16c,Pool17,Pool18,Pool19a,Pool19b,Pool20,ClipBoardMaterial,Persistence,anagrams_order,attention_order,availinstruct_order,availk_order,availl_order,availn_order,availr_order,availv_order,bestgrade_order,bigfive_order,compcode_order,consent_order,debrief_order,demographics_order,elmques_order,elmstrong_order,elmweak_order,filler1_order,filler2_order,galinskyvignette_order,highpower_order,inlab_order,intrinsic_order,lowpower_order,mcfiller_order,mcmost_order,mcsome_order,moninvignette_order,mood_order,nfc_order,participantid_order,participation_order,selfesteem_order,startpage_order,stress_order,stroop_order,stroopinstructions_order,stroopinstructionstest_order,stroopprac_order,tempagenf_order,tempagenm_order,tempcomf_order,tempcomm_order,tempestimate_order,tempfollowup_order,welcome_order,worstgrade_order,session_date,DateComputer,TimeComputer,MonthComputer,DayComputer,YearComputer,DaysSinceMonthComputer,DaysSinceAugComputer,Date.y,MonthLab,DayLab,YearLab,DaysSinceMonthLab,DaysSinceAugLab,StartDate.y,MonthStart,DayStart,YearStart,DaysSinceMonthStart,DaysSinceAugStart,DaysInComp,DaysInLab,AttentionCheck,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,Intrinsic,Mood,NFC,ReportedAttention,ReportedEffort,SelfEsteem,Stress,PowerCond,MostEndorse,SomeEndorse,CredCond,Genderfactor,SubDistCond,K1st,L1st,N1st,R1st,V1st,AvailFirst,AvailSign,TempCond4,TempCond,TargetGender,ArgumentQuality,NFCcenter,ELMCond,CBReject
MichiganStateUniversity,226,2641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10/31/14,M.F.,71,II-SR,20,6,B,Monday,4,Yes,N/A,9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/31/14,10,31,14,61,92,9/8/14,9,8,14,31,39,NA,0.602272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
MichiganStateUniversity,227,2642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10/31/14,C.K.,71,SR-II,10,7,C,Friday,5,N/A,might have accidently entered participant ID as 127 instead of 227,9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/31/14,10,31,14,61,92,9/8/14,9,8,14,31,39,NA,0.602272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
MichiganStateUniversity,228,1578,7532391,18,NA,NA,NA,NA,2,NA,357,330,354,351,348,345,342,339,336,333,summer 2013,A,10,3,1,6,5,7,5,7,4,7,1,6,1,3/9/06,3,1,1,5,5,6,This Stroop task has no feedback,1,"In high school I used to be one of the judges of a scientific research competition. the winners would go to another level of the competition and finally be awarded by the Emir of my country, so it was quiet an important thing for students. I was feeling responsible, and anxious because I want to be as fair as possible and forget that the contestants are actually my friends since kindergarten!",1,1,1,1,4,3,3,4,4,4,2,4,3,4,3,4,4,4,4,1,0,NA,1,3,microbiology,0,2,1,1,3,NA,NA,NA,NA,NA,2,1,2,2,2,4,3,4,2,3,4,4,3,1,2,5,4,2,1,4,2,4,2,5,3,5,3,2,68,6,1,6,6,4,1,3,NA,NA,NA,NA,NA,1,2,10/31/14,C.K.,71,SR-II,20,7,C,Friday,5,N/A,tried to hand me the clipboard after finishing the first page,9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,49.99999974,15,34,6,9,7,8,11,10,14,32,NA,NA,36,35,13,NA,12,3,4,5,2,16,28,NA,25,NA,24,26,33,31,37,27,30,0,29,23,20,22,21,NA,17,NA,NA,19,18,1,NA,10/31/14 14:57,10/31/14,14:57,10,31,14,61,92,10/31/14,10,31,14,61,92,9/8/14,9,8,14,31,39,0.602272727,0.602272727,Fail,7,7,5,5,3.5,3.466666667,4.5,3.666666667,5,4,5,2.25,HighPower,NA,4,NoCredentials,Female,BestGrade,1,1,1,0,1,4,+,AgenticMale,Agentic,MaleTarget,3,0.484126984,-1,0
MichiganStateUniversity,229,1580,7532515,20,party,NA,NA,NA,NA,I read the instructions,357,300,354,351,348,345,342,339,336,333,NA,NA,NA,NA,NA,7,3,7,5,5,3,7,3,6,2,"3, 9, 6,",7,7,5,6,7,6,This Stroop task has no feedback,1,NA,1,1,1,1,4,3,3,4,2,2,3,3,3,4,4,2,4,4,4,1,6,"I work for a company that runs summer high school dance camps, and the company is often run by seniority. By this I mean that if someone was on staff for five years, and I have only been on for 2, their choices and opinions always have power over mine. Although I often thought that I had better solutions to problems, the person that had been in the company longer had power over me. This made me feel useless and like my opinions didn't matter any longer. I felt so far under someone that was only a few years older than me. Although I was younger, I have had a lot of experience in the dance world and felt that my opinions were valid. According to the system at the current time, my opinions didn't matter and older staff members had power over me.",2,5,Special Education,0,2,2,0,1,NA,NA,NA,NA,NA,2,2,2,1,1,5,3,4,2,2,3,5,2,1,3,4,4,1,1,4,1,6,6,7,3,4,3,3,70,6,2,6,6,2,2,4,Spring  2013,3.5,6,2,2,2,2,10/31/14,C.K.,71,II-SR,10,7,A,Friday,5,Yes,N/A,9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,101.0000016,25,29,17,20,21,18,22,19,NA,31,NA,NA,36,35,24,NA,23,14,15,16,NA,26,30,13,7,NA,6,8,27,33,37,28,34,0,32,5,2,4,3,NA,10,NA,NA,12,11,1,9,10/31/14 15:58,10/31/14,15:58,10,31,14,61,92,10/31/14,10,31,14,61,92,9/8/14,9,8,14,31,39,0.602272727,0.602272727,Pass,5.5,6,6,6,3.5,3.266666667,4,4,4,4,7,2.75,LowPower,NA,3,NoCredentials,Female,WorstGrade,1,0,1,1,0,3,+,AgenticMale,Agentic,MaleTarget,6.4,0.817460317,-1,0
MichiganStateUniversity,23,2882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9/11/14,J.L.,70,SR-II,10,5,C,Friday,5,N/A,"Participant was signed up for 3:30 session, but came in at 3:00, so took the survey early. She tried to sit down, but the experimenter asked her to stand.",9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9/11/14,9,11,14,31,42,9/8/14,9,8,14,31,39,NA,0.034090909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
MichiganStateUniversity,230,2866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10/31/14,C.K.,71,II-SR,20,5,A,Monday,5,No (2),"participant handed me the clipboard after completing the first page, but I told her there was more and she finished. She then tried to leave after finishing the written portion, I then escorted her back to her room to finish the computer portion",9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10/31/14,10,31,14,61,92,9/8/14,9,8,14,31,39,NA,0.602272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
MichiganStateUniversity,231,2646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11/3/14,J.L.,72,SR-II,10,6,B,Friday,5,No (4),"written portion came up right away so at first I though participant was coming out because of Java Script glitch, but there were no issues when I then presented her with the written portion",9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/3/14,11,3,14,92,95,9/8/14,9,8,14,31,39,NA,0.636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
MichiganStateUniversity,232,2647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11/3/14,J.S.L.,71,SR-II,20,7,B,Friday,5,"No, 2",Participant immediately sat on floor when filling out written survey,9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/3/14,11,3,14,92,95,9/8/14,9,8,14,31,39,NA,0.636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,233,2648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11/3/14,S.K.,71,II-SR,10,7,C,Friday,3,N/A,N/A,9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/3/14,11,3,14,92,95,9/8/14,9,8,14,31,39,NA,0.636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
MichiganStateUniversity,234,2649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11/3/14,S.K.,71,II-SR,20,7,C,Friday,5,N/A,paticipant set clipboard down on table while filling them out,9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/3/14,11,3,14,92,95,9/8/14,9,8,14,31,39,NA,0.636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
MichiganStateUniversity,235,1591,7536538,21,NA,NA,NA,NA,2,NA,357,330,354,351,348,345,342,339,336,333,spring 2013,3.5,10,4,7,4,3,5,3,4,5,4,3,4,3,3 9 6 2,4,5,4,6,4,1,This Stroop task has no feedback,1,I was once the leader of a club and it felt satisfying as well as powerful. to some extent weak when events i planed hadn't turned out as successful or if an individual person hadn't followed my orders.,1,1,1,1,2,2,1,2,2,2,2,3,2,3,2,2,2,3,2,2,5,NA,1,15,psychology,0,3,1,1,2,NA,NA,NA,NA,NA,2,2,2,1,2,3,2,2,3,4,3,2,2,2,20,3,3,2,1,4,2,40,2,3,4,3,4,3,78,5,2,6,6,5,2,5,NA,NA,NA,NA,NA,1,2,11/3/14,S.K.,71,SR-II,10,5,A,Friday,4,Yes,N/A,9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,240.0000014,12,30,14,17,18,16,15,19,13,29,NA,NA,36,35,3,NA,2,24,25,26,23,11,31,NA,21,NA,20,22,28,32,37,34,27,0,33,10,7,9,8,NA,NA,NA,4,6,5,1,NA,11/3/14 15:14,11/3/14,15:14,11,3,14,92,95,11/3/14,11,3,14,92,95,9/8/14,9,8,14,31,39,0.636363636,0.636363636,Fail,4.5,5,3.5,4.5,3.5,2.266666667,5.5,2.666666667,3,3,3,3,HighPower,NA,4,NoCredentials,Female,BestGrade,0,1,0,0,0,1,-,CommunalMale,Communal,MaleTarget,4.6,-0.515873016,-1,0
MichiganStateUniversity,236,1595,7536681,18,NA,NA,NA,NA,4,NA,357,330,354,351,348,345,342,339,336,333,Spring 2014,A,10,1,1,7,5,6,2,6,1,4,5,5,5,"3, 9, 6",6,5,6,6,6,6,This Stroop task has no feedback,1,NA,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,6,"The last situation I can recall was during my high school lacrosse season. One of the captains always preferred her version of ideas and plays over anyone else's. She also told me how to do my job, which was being the goalie. She was a defensive player and had no experience playing goalie so I thought all her comments were very outrageous and it made me feel like she thought she was better than everyone. As a team, we couldn't talk back to her or tell her how we felt because she would get even more mad and purposely tell our coach that we weren't trying hard enough when all of us worked harder than her. She made me feel inferior and like I wasn't important enough to even be on the team. She felt so big of herself that not even our coach could reign in her power because she thought he was ridiculous. Therefore, she made me feel like I couldn't be part of anything and I couldn't control any situation.",1,6,Psychology,0,3,1,0,1,NA,NA,NA,NA,NA,2,2,2,1,1,3,3,3,3,4,4,4,2,2,6,5,5,1,1,4,1,6,5,5,3,4,4,2,72,6,3,6,4,4,2,7,NA,NA,NA,NA,NA,1,2,11/3/14,J.K.,71,SR-II,20,5,A,Friday,5,Yes,N/A,9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,114.9999986,26,33,17,22,18,20,19,21,11,31,NA,NA,36,35,7,6,NA,14,15,16,NA,12,34,13,9,NA,8,10,27,28,37,29,30,0,32,5,2,4,3,23,NA,NA,NA,25,24,1,NA,11/3/14 15:56,11/3/14,15:56,11,3,14,92,95,11/3/14,11,3,14,92,95,9/8/14,9,8,14,31,39,0.636363636,0.636363636,Fail,4.5,4.5,7,3.5,2.5,2.866666667,5,3.333333333,5,5,5,2.25,LowPower,NA,3,NoCredentials,Female,BestGrade,0,1,0,1,0,2,-,AgenticFemale,Agentic,FemaleTarget,5.8,0.150793651,1,0
MichiganStateUniversity,237,2959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11/3/14,J.K.,71,II-SR,10,7,B,Friday,4,Yes,told me she left her stuff in the room and tried to walk back so I informed her there was another part before she took the paper surveys,9/8/14,12/5/14,88,1,1,1,0,0,0,7,0.25,0,NA,0,1,1,1,1,0,0,0,1,NA,104,2988,17500,NA,1,0,0,3,1,1,0.15,"Online studies are not offered until 10/13/14, so students who participate early (i.e., from 09/08/14 until 10/12/14) must do in person studies.",Plastic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/3/14,11,3,14,92,95,9/8/14,9,8,14,31,39,NA,0.636363636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
