"SESSION_ID","MC","NC","MI","NI","S","StroopEffect"
680016,599.821428571429,21,676.846428571429,42,158.766345748628,0.485146897075734
680020,479.714285714286,21,569.196428571429,42,192.452062017697,0.464958088362361
680023,595.238095238095,21,600.547619047619,42,133.712069622469,0.039708635312542
680026,515.428571428571,21,558.796428571429,42,155.28162323231,0.279285186747284
680027,682,21,759.285714285714,42,246.092747867538,0.314051165487064
680029,605.671428571429,21,513.190476190476,42,171.682306554647,-0.538674917857743
680069,728.333333333333,21,661.904761904762,42,273.342832625012,-0.243022912986718
680074,601.421428571429,21,552.261324041812,42,160.90218323039,-0.305527889943085
680077,529.571428571429,21,593.050193050193,42,167.047661021134,0.380003910804435
680114,564.380952380952,21,625.619047619048,42,178.891493399352,0.342319772027333
680116,507.095238095238,21,543.383275261324,42,154.478933443504,0.234906057137929
680118,476.380952380952,21,557.285714285714,42,199.887777014748,0.404750921307173
680119,675.714285714286,21,871.554006968641,42,376.3835861369,0.520319505067693
680121,684.666666666667,21,699.94425087108,42,383.970703040259,0.0397884111559722
680164,528.721428571429,21,581.146428571429,42,168.548710456681,0.311037680786492
680170,589,21,537.310104529617,42,233.724388190693,-0.221157474709957
680190,751.992063492063,21,586.29304029304,42,272.824905750914,-0.607345662753768
680202,539.771428571429,21,691.188153310105,42,335.060564625581,0.451908522591667
680206,645.047619047619,21,651.675958188153,42,153.942345172564,0.0430572831218347
680209,583.238095238095,21,668.754578754579,42,187.260442823165,0.456671372913709
680214,503.333333333333,21,572.785714285714,42,182.969881320829,0.379583680390543
680362,509.471428571429,21,610.696428571429,42,179.290228841931,0.564587376868393
680366,686.333333333333,21,848.458646616541,42,329.365347073304,0.492235490842713
680367,623.190476190476,21,810.87969924812,42,231.722696231008,0.809973412662753
680371,509.071428571429,21,667.320463320463,42,247.50547321864,0.639375900221979
680375,533.047619047619,21,611.554006968641,42,156.093051476343,0.502946077218052
680377,565.047619047619,21,643.407665505227,42,229.496922968557,0.341442688834409
680383,522.52380952381,21,577.271428571429,42,129.602924476213,0.422425799949194
680385,753.121428571429,21,736.621428571429,42,489.299548645903,-0.0337216742702142
680442,751.936507936508,21,734.785714285714,42,491.617367597688,-0.0348864681787012
680458,480.52380952381,21,479.595238095238,42,83.6744294169303,-0.0110974336489896
680465,719.904761904762,21,1109.27188940092,42,526.123778942969,0.740067533686529
680469,528.285714285714,21,560.619047619048,42,143.787612902391,0.224868698218687
680471,538.52380952381,21,572.261324041812,42,222.967714698766,0.151311209174756
680476,600.47619047619,21,600.190476190476,42,156.034986623806,-0.00183109116677262
680501,481,21,494.261324041812,42,81.8226338868526,0.162074030275658
680507,619.619047619048,21,642.546428571429,42,234.052721630688,0.0979581899011546
680541,598.285714285714,21,681.505226480836,42,155.040394934169,0.53676019227413
680553,580.571428571429,21,556.166666666667,42,243.286549269634,-0.100312828547353
680554,596.142857142857,21,841.380952380952,42,910.533244573576,0.269334586847453
680558,583,21,614.421428571429,42,132.992164607523,0.2362652616728
680565,754.190476190476,21,927.724738675958,42,578.373177789985,0.300038572239072
680566,708.214285714286,21,654.771428571429,42,172.969668004557,-0.308972421346435
680742,770.333333333333,21,738.809523809524,42,372.279110753106,-0.0846778898231439
680743,488.421428571429,21,615.831501831502,42,189.196476812087,0.673427303757983
680751,540.952380952381,21,572.071428571429,42,175.872412459945,0.176941040290415
680754,472.021428571429,21,534.738095238095,42,199.142373247998,0.314933811643208
680755,539.721428571429,21,570.212543554007,42,181.863562021799,0.167659286135194
680756,581.666666666667,21,696.896428571429,42,249.130128176075,0.462528409343259
680757,527.621428571429,21,498.952380952381,42,103.681968322663,-0.276509484559824
680861,487.371428571429,21,471.696428571429,42,118.236881595767,-0.132572846885376
680871,505.521428571429,21,532.696428571429,42,166.185914541788,0.163521680371815
680885,771.714285714286,21,1018.49642857143,42,490.134329195311,0.503498996412479
680890,564.238095238095,21,645.310104529617,42,184.429155591101,0.439583476005642
680896,467.619047619048,21,649.968641114983,42,239.800305273591,0.760422691238406
680915,534.142857142857,21,526,42,72.7496686295841,-0.111929817636939
680924,1171.28571428571,21,1196.64285714286,42,581.630718090756,0.0435966362649819
680928,730.714285714286,21,778.621428571429,42,364.211581304445,0.131536571916689
680935,707,21,794.166666666667,42,395.171833229265,0.220579148959981
680938,593.871428571429,21,586.880952380952,42,173.308906280948,-0.0403353546017081
680943,562.666666666667,21,635.47619047619,42,193.718049080829,0.375853071796856
681010,519.238095238095,21,532.773519163763,42,99.640326203945,0.135842830321163
681022,485.714285714286,21,680.575091575092,42,224.889388379376,0.866473990902971
681040,458,21,590.369963369963,42,204.382616567071,0.647657641306909
681041,613.095238095238,21,645.04181184669,42,109.925521634951,0.290620169695829
681048,905.321428571429,21,1153.77443609023,42,385.764788662481,0.644053098729488
681050,492.714285714286,21,582.934065934066,42,136.400395148292,0.661433422694231
681055,716.47619047619,21,765.996138996139,42,297.112197485625,0.166670870260533
681056,449.047619047619,21,566.796428571429,42,155.149670378571,0.758936897748465
681058,590.142857142857,21,684.785714285714,42,224.158621421536,0.422213772295105
681060,533.142857142857,21,624.472527472528,42,193.366502366072,0.472313814503246
681100,516,21,643.677655677656,42,177.844101093585,0.717918980121074
681108,479.171428571429,21,518.458646616541,42,95.5157427248931,0.411316678531924
681114,1123.95238095238,21,1332.77351916376,42,755.432705440028,0.276425863889156
681115,598.721428571429,21,659.97619047619,42,361.351379784457,0.169515782508703
681116,616.142857142857,21,660.602787456446,42,199.253583358561,0.223132400251906
681122,517.071428571429,21,503.774436090226,42,177.027192089978,-0.0751127119185425
681133,575.904761904762,21,578.721428571429,42,137.4399859094,0.0204937933311733
681135,511.190476190476,21,585.358885017422,42,128.601957649834,0.576728458744743
681140,827.571428571429,21,778.404761904762,42,496.148948717899,-0.0990965853978296
681143,630.921428571429,21,622.421245421245,42,172.731708532831,-0.0492103228896593
681146,481.047619047619,21,509.651567944251,42,130.008794398054,0.220015492252422
681149,530.47619047619,21,611.047619047619,42,197.467748052023,0.408023230964288
681152,720.121428571429,21,814.946428571429,42,367.498754369694,0.258028085462865
681154,650.285714285714,21,684.188153310105,42,156.175598468033,0.21707897620978
681157,711.971428571429,21,703.114982578397,42,261.427646219083,-0.0338772357136605
681159,676.571428571429,21,832.087912087912,42,397.808053535404,0.390933471895241
681163,679.371428571429,21,752.221428571429,42,232.769688068734,0.312970303841659
681175,582.428571428571,21,725.626373626374,42,201.733153582244,0.709837722035224
681181,867.238095238095,21,849.78021978022,42,517.8820612635,-0.0337101374302918
681188,657.921428571429,21,855.932330827068,42,279.578987883245,0.708246723957418
681194,804.285714285714,21,954.78354978355,42,388.456613814627,0.387425082095921
681197,484.952380952381,21,611.046428571429,42,181.947676079144,0.693023677665435
681208,556.142857142857,21,651.383275261324,42,162.579692861489,0.585807590371129
681210,486.047619047619,21,595.421428571429,42,179.022993608188,0.610948388915821
681219,516.047619047619,21,530.571428571429,42,103.292816840906,0.140608127147693
681285,627.721428571429,21,754.471428571429,42,201.791201451032,0.628124512310604
681286,593.428571428571,21,831.195488721805,42,351.880776193568,0.675703060182061
681287,1937.38095238095,21,1974.02380952381,42,494.144254017794,0.0741541702547812
681297,500.571428571429,21,761.31512605042,42,321.784242917361,0.810305983646175
681299,546.238095238095,21,695.880952380952,42,208.362432376392,0.718185401447695
681323,585.271428571429,21,630.421245421245,42,171.597734784829,0.263114294057735
681324,553.285714285714,21,602.310104529617,42,164.710768406256,0.297639254058876
681325,626.171428571429,21,649.921428571429,42,229.359045497256,0.103549436860052
681335,672.904761904762,21,661.471428571429,42,244.884783882235,-0.0466886229192242
681336,614.952380952381,21,672.196428571429,42,198.724990521886,0.288056612652063
681337,857.52380952381,21,972.52380952381,42,395.118963594137,0.291051583436848
681339,964.380952380952,21,1077.07142857143,42,462.896207728627,0.243446531444779
681340,568.857142857143,21,655.703296703297,42,167.853186960753,0.517393535497543
681341,620.571428571429,21,827.121428571429,42,307.126908142087,0.672523294196167
681344,541.952380952381,21,696.248120300752,42,192.289504791173,0.802413732959251
681345,576.285714285714,21,715.746428571429,42,167.474376149507,0.832728668660424
681762,670,21,828.037593984962,42,321.228004293299,0.49197950325858
681763,545.87969924812,21,593.063909774436,42,159.173920893882,0.296431791472753
681764,524.071428571429,21,644.796428571429,42,327.137999785954,0.36903386362633
681765,551.294642857143,21,534.380952380952,42,144.353098751483,-0.117168877027773
681772,605.809523809524,21,565.52380952381,42,124.492314644439,-0.323600010175519
681773,742.482142857143,21,594.831501831502,42,249.073450689518,-0.592799596331504
681774,640.714285714286,21,638.309523809524,42,187.381886334205,-0.012833481142744
681783,670.095238095238,21,781.904761904762,42,224.765634325588,0.497449372743345
681784,525.621428571429,21,554.02380952381,42,243.223980750806,0.116774591324037
681785,712.333333333333,21,776.066202090592,42,391.035572057696,0.162984836448218
681787,579.921428571429,21,680.5,42,311.701738139144,0.322675683584649
681788,685.353383458647,21,666.896428571429,42,245.02180511037,-0.0753278055351199
681789,634.142857142857,21,577.78021978022,42,251.511082412428,-0.224096039116932
681873,572.666666666667,21,684.84668989547,42,200.431375744583,0.559692926379744
681874,538.238095238095,21,601.017421602787,42,133.66922579602,0.469661778848736
681875,731.121428571429,21,751.754578754579,42,268.863546548747,0.0767420888700106
681893,619.190476190476,21,718.320463320463,42,393.533451097218,0.251897232252051
681896,548.047619047619,21,576,42,153.114212630882,0.182559022262465
681899,517.071428571429,21,644.29304029304,42,418.326048945298,0.304120702123066
681912,541,21,680.396428571429,42,178.583847842918,0.780565713277952
681914,610.52380952381,21,590.785714285714,42,157.718236062565,-0.125147831543495
681916,561.142857142857,21,649.993031358885,42,198.467710337315,0.447680754038119
681918,553.471428571429,21,637.395604395604,42,204.957679770204,0.409470754734688
681922,639.904761904762,21,761.238095238095,42,259.433636161429,0.467685436355043
681924,600.47619047619,21,902.754578754579,42,621.861876320087,0.486086058317552
681926,731.821428571429,21,760.895470383275,42,309.423080300987,0.0939620980554046
681937,519,21,572.166666666667,42,144.388452064581,0.368219659581133
681939,847.771428571429,21,853.395604395604,42,299.601997825633,0.0187721572786343
681940,539.809523809524,21,628.163763066202,42,146.841850591513,0.601696579692827
681941,1471.38095238095,21,1806.57142857143,42,626.166700843232,0.535305495707596
681948,481.571428571429,21,537.878048780488,41,109.893068548801,0.512376448784438
681949,721.285714285714,21,867.728937728938,42,513.070586602037,0.285425099912835
682031,564.52380952381,21,848.968641114983,42,632.0567136878,0.450030551738863
682032,553.380952380952,21,599.880952380952,42,186.577358216581,0.249226382260287
682075,514.761904761905,21,597.37969924812,42,254.256329561627,0.324938988259053
682076,586.52380952381,21,925.361904761905,42,346.005317878208,0.979285802067829
682082,469.142857142857,21,527.602787456446,42,156.385724975789,0.373818840067656
682083,551.371428571429,21,597.696428571429,42,120.094241477925,0.385738728434494
682084,619.671428571429,21,626.993031358885,42,238.15234367483,0.0307433581147252
682085,595.571428571429,21,735.017421602787,42,248.617419140227,0.560885852301072
682090,635.721804511278,21,658.271428571429,42,193.583568248876,0.116485217542638
682091,590.52380952381,21,732.554006968641,42,212.115495913329,0.669588974786009
682092,583.932773109244,21,643.742857142857,42,199.378690857434,0.299982328986104
682093,632.071428571429,21,675.163763066202,42,272.575302675087,0.158093319797723
682325,743.521428571429,21,846.90873015873,42,271.120845725689,0.38133291193664
682344,560.666666666667,21,599.496428571429,42,156.915824429164,0.247455997800214
682345,548.47619047619,21,674.446428571429,42,303.205094792612,0.415462141826476
682347,575.761904761905,21,709.505226480836,42,167.14504209767,0.800163259648345
682366,1089.38095238095,21,1380.70034843206,42,477.582180667768,0.609987993362259
682367,439.666666666667,21,618.985347985348,42,359.425575930217,0.498903509731028
682370,596.047619047619,21,632.190476190476,42,186.975749431781,0.19330237879883
682376,698.142857142857,21,953.600732600733,42,347.304080445055,0.735545275283024
682378,756.771428571429,21,654.871080139373,42,352.313427740301,-0.289232088273312
682379,697.666666666667,21,694.396428571429,42,191.350386704086,-0.0170903134901697
682391,537.428571428571,21,590.214285714286,42,169.095356622636,0.312165368346064
682393,605.238095238095,21,736.119047619048,42,235.134132826068,0.556622515021105
682394,582.571428571429,21,717.821428571429,42,390.809612921577,0.346076441131811
682396,659.947368421053,20,785.374517374517,42,263.427403809706,0.4761355392018
682398,629,21,601.821428571429,42,202.907903952357,-0.133945355992406
682477,696.190476190476,21,800.529616724739,42,403.6969296384,0.258459088672588
682478,595.932773109244,21,646.857142857143,42,264.242755371332,0.192718130252376
682479,559.952380952381,21,565.02380952381,42,144.938919281816,0.0349901089131747
682535,846.714285714286,21,923.190476190476,42,394.972960527708,0.193623863198163
682536,540.52380952381,21,569.321428571429,42,146.361393055167,0.196756934643035
682537,515.721428571429,21,611.549450549451,42,242.638046290952,0.394942274894156
682542,840.857142857143,21,899.238095238095,42,424.877342620669,0.137406603093625
682543,794.142857142857,21,964.575091575092,42,309.426252360263,0.550800822917252
682545,622.095238095238,21,746.748120300752,42,225.322083907018,0.553220882942631
682548,609.52380952381,21,602.5,42,202.299937520856,-0.0347197809840421
682556,666.214285714286,21,648.446886446886,42,283.005636827591,-0.0627810790857966
682557,572.285714285714,21,677.163763066202,42,274.91583443532,0.381491480823244
682558,582.285714285714,21,806.03663003663,42,287.981135603145,0.776963794112049
682559,822.52380952381,21,949.432055749129,42,486.495092893891,0.260862335672107
682971,684.095238095238,21,757.578397212544,42,292.580362253724,0.251155472470095
682973,636.380952380952,21,567.700348432056,42,293.153892441534,-0.234281739795061
682974,613.333333333333,21,791.809523809524,42,337.447383014187,0.528900798939333
682982,893.571428571429,21,840.746428571429,42,295.553952266866,-0.178732172568961
682999,824.142857142857,21,769.880952380952,42,176.176594712015,-0.307997239080499
683012,630.821428571429,21,693.721428571429,42,265.48762246782,0.236922533017991
683013,577.619047619048,21,626.749128919861,42,186.930945744669,0.262824761866451
683020,836.047619047619,21,997.321428571429,42,358.50071449731,0.449856312699258
683021,657.428571428571,21,682.310104529617,42,216.295003539886,0.115035172767904
683022,718.871428571429,21,740.212543554007,42,410.262300475265,0.0520182209231896
683023,600.571428571429,21,594.627177700348,42,190.199656386697,-0.0312526898523667
683031,579.809523809524,21,806.932330827068,42,285.703430202059,0.794960028505486
683032,682.190476190476,21,839.796428571429,42,279.686480406909,0.563509370033386
683034,503.47619047619,21,575.97619047619,42,108.524095309165,0.668054405737829
683035,1143.19047619048,21,1400.66666666667,42,591.120920066527,0.43557279354487
683115,609.421428571429,21,666.090592334495,42,195.324650583799,0.290128069312756
683116,557.428571428571,21,725.754578754579,42,312.92683347285,0.537908511896957
683136,772.047619047619,21,1131.3956043956,42,1036.81283744319,0.346589058671521
683137,624.095238095238,21,566.357142857143,42,186.684790375385,-0.309281195977432
683148,543.248120300752,21,563.97619047619,42,187.872663538148,0.110330421600851
683149,631,21,784.773519163763,42,245.214705886653,0.627097459786293
683150,662.121428571429,21,650.646428571429,42,145.888359917171,-0.0786560353856539
683151,716.871428571429,21,706.121428571429,42,299.102979073087,-0.0359407988289317
683162,636.904761904762,21,655.871428571429,42,250.36328795629,0.0757565808529325
683163,668.285714285714,21,799.821428571429,42,257.912311950666,0.510001687359829
683232,721.671428571429,21,778.300751879699,42,214.914445758691,0.263497053947946
683233,532.047619047619,21,584.296428571429,42,148.652778762725,0.35148222561791
683234,870.992063492063,21,901.028571428571,42,552.451834781337,0.0543694600062222
683235,679.285714285714,21,827.02380952381,42,230.723297790598,0.640325865020274
683247,746.142857142857,21,843.321428571429,42,322.501342395647,0.301327649388051
683248,616,21,711.432055749129,42,243.381906162903,0.392108260033321
683250,487.285714285714,21,594.677655677656,42,146.726352775737,0.731919926859246
683253,625.021428571429,21,755.1393728223,42,297.389734352685,0.437533408925809
683261,732.142857142857,21,733.822299651568,42,338.549695541344,0.00496069714676719
683262,656.095238095238,21,745.121428571429,42,178.415423626934,0.498982591675169
683263,571.047619047619,21,660.595238095238,42,199.593455210914,0.448650076992717
683274,726.190476190476,21,763.421245421245,42,442.023255261633,0.08422807801986
683290,612.271428571429,21,619.114982578397,42,222.140924108851,0.0308072636072009
683298,591.571428571429,21,646.671428571429,42,251.606569019512,0.218992692498927
683307,631.857142857143,21,729.333333333333,42,161.223368028216,0.604603362827225
683308,564.428571428571,21,678.221428571429,42,246.209297210294,0.462179367035289
683310,563.871428571429,21,573.269841269841,42,166.152359277581,0.056565027058757
683369,690.142857142857,21,664.666666666667,42,294.674353139803,-0.086455404770512
683370,595.821428571429,21,650.190476190476,42,263.454143891055,0.206370060520022
683371,521.809523809524,21,569.071428571429,42,150.087293360948,0.314896109481057
683387,485.333333333333,21,570.529616724739,42,287.614178003594,0.296217258769283
683388,521.521428571429,21,631.721428571429,42,246.264174790632,0.447486931843373
683389,675.047619047619,21,924.800751879699,42,348.490621994003,0.716671029490078
683390,679.353383458647,21,669.921428571429,42,319.789503751337,-0.0294942603699468
683419,549.171428571429,21,664.521428571429,42,266.341281002592,0.433090955956157
683422,593.904761904762,21,655.261324041812,42,145.987307750796,0.420286962492567
683423,591.721428571429,21,689.212355212355,42,202.322652003636,0.481858683026627
683443,730.238095238095,21,857.163763066202,42,210.758829568638,0.602231793030388
683444,739.321428571429,21,863.310104529617,42,335.680231817107,0.369365438313158
684072,789.542857142857,21,537.747252747253,42,179.906593411529,-1.39959075218345
7375800,550.666666666667,21,606.797909407666,42,259.312517545306,0.216461755384376
7375980,480.285714285714,21,524.785714285714,42,46.8193081863414,0.950462570332937
7378049,553.619047619048,21,621.371428571429,42,150.544516227328,0.450048813801177
7378236,533.047619047619,21,657.546428571429,42,191.996130710101,0.64844436741172
7380472,597.721804511278,21,554.163763066202,42,204.639053879951,-0.212853023991349
7380473,594.52380952381,21,635.928571428571,42,143.61681679582,0.288300234112743
7380623,501.428571428571,21,522.904761904762,42,130.60503970096,0.164436154419182
7380624,704.047619047619,21,733.095238095238,42,371.338843390162,0.0782240252121942
7380763,602.285714285714,21,591.090592334495,42,205.96399661247,-0.0543547519729074
7381253,488.857142857143,21,681.271428571429,42,310.651591779939,0.619389344222608
7381395,591.171428571429,21,584.857142857143,42,136.186922435348,-0.04636484620822
7381507,556.47619047619,21,596.738095238095,42,203.093084124626,0.198243603101711
7384896,619.428571428571,21,743.428571428571,42,224.369849786212,0.552658925065697
7384974,522.904761904762,21,593.261324041812,42,179.481995255333,0.391997882779048
7385046,542.021428571429,21,625.095238095238,42,201.526087347381,0.412223601506295
7385064,505.952380952381,21,540.714285714286,42,126.42357018698,0.274963795995414
7385139,604.871428571429,21,807.010989010989,42,210.770454967762,0.959050738256831
7385155,516.428571428571,21,613.993031358885,42,168.671739594115,0.578428017432493
7390131,551,21,539,42,129.546516742057,-0.0926308194290819
7391552,725.666666666667,21,758.396428571429,42,234.746265762882,0.139426123769834
7391599,670.047619047619,21,830.505226480836,42,216.206139272017,0.742151022970443
7391707,628.121428571429,21,736.919860627178,42,181.609942013788,0.599077511117146
7391740,498.904761904762,21,554.690476190476,42,134.533568695663,0.414660183525723
7391969,571.857142857143,21,653.785714285714,42,322.549782056603,0.254002873312108
7391990,618,21,614.5,42,164.963925675263,-0.02121675988052
7392151,457.285714285714,21,577.285714285714,42,156.172066278558,0.768383250983954
7392153,569.071428571429,21,567.428571428571,42,132.760469067461,-0.0123745957994643
