,,,,,,(II-SR or SR-II),(10 or 20),(1 not at all important - 7 very important),"(A, B, C)",type the day of the week,(1 not at all confident - 5 very confident),"Did the participant answer the 4 true/false questions correctly? Yes, No (how many missed), or N/A (if in condition C)",
36,MichiganStateUniversity,1,9/11/14,D.V.,70 F,"SR, II",20,7,C,Friday,5,N/A,N/A
37,MichiganStateUniversity,3,9/11/14,D.V.,70 F,"II, SR",10,6,A,Friday,5,Yes,"Participant did not come out to find me after the message was supposed to come up midway through. So he ended up completing the survey after completing the entire computer portion of the study. I asked him if he got a message to come out a find me midway through, and he said no. Since this has happened twice (albeit in different rooms), it could be a computer error."
38,MichiganStateUniversity,1,9/11/14,D.V.,71 F,"II, SR",20,2,A,Monday,5,Yes,Partipants took survey at same time. Took more than 30 minutes overall.
39,MichiganStateUniversity,2,9/11/14,D.V.,71 F,"SR, II",10,6,C,Monday,4,N/A,"WRONG PACKET USED. USED 10, SR-II, C Participants took survey at same time. Took more than 30 minutes overall."
40,MichiganStateUniversity,2,9/12/14,J.S.,71 F,"SR, II",20,6,B,Friday,5,No (2),Participant took more than 30 minutes overall.
41,MichiganStateUniversity,1,9/12/14,J.S.,71 F,"II, SR",20,7,B,Monday,5,Yes,"WRONG PACKET USED. USED 20, II-SR, B N/A"
42,MichiganStateUniversity,3,9/12/14,J.S.,71 F,"II, SR",20,7,C,Monday,5,N/A,N/A
43,MichiganStateUniversity,1,9/12/14,J.S.,71 F,"SR, II",10,3,A,Friday,3,No (2),"Participant leaned against wall, tried to hand survey back after only filling out first page, I told her there were more pages and to please continue."
44,MichiganStateUniversity,1,9/12/14,"J.S., S.K.",71 F,"SR, II",20,7,A,Friday,2,Yes,Participant 45 mins to complete the study
45,MichiganStateUniversity,2,9/12/14,"J.S., S.K.",71 F,"II, SR",10,6,B,Friday,5,No (1),N/A
46,MichiganStateUniversity,3,9/12/14,"J.S., S.K.",70 F,"II, SR",20,6,B,Monday,5,Yes,Sat on couch during written portion of study
47,MichiganStateUniversity,2,9/12/14,"J.S., S.K.",70 F,"SR, II",10,7,C,Friday,4,N/A,Sat on couch during written portion of the study
48,MichiganStateUniversity,2,9/12/14,J.S.,70 F,"SR, II",20,7,C,Friday,5,N/A,"Pulled out chair and sat in it during written porition of study. Came out to ask me what the temperature was, so I told him to give his best guess. Participant asked what debriefing form was. Participant took 40 minutes."
49,MichiganStateUniversity,1,9/12/14,J.S.,70 F,"II, SR",10,6,A,Friday,4,Yes,"Originally circled the wrong answer for one of the T/F, but crossed it out and circled the correct one."
50,MichiganStateUniversity,1,9/12/14,J.S.,70 F,"II, SR",20,5,A,Friday,5,Yes,N/A
51,MichiganStateUniversity,3,9/12/14,J.S.,70 F,"SR, II",10,6,C,Friday,5,N/A,"WRONG PACKET USED. USED 10, SR II, C Sat on couch while doing written part of study."
52,MichiganStateUniversity,2,9/12/14,C.K.,70 F,"SR, II",20,N/A,B,N/A,N/A,N/A,Participant never came out to take the survey and finished the computer portion. Went over 30 minutes.
53,MichiganStateUniversity,1,9/12/14,C.K.,70 F,"II, SR",10,6,C,Friday,5,N/A,Notified participant that 30 minutes was over and she was free to leave if she wanted. She decided to leave and not finish the computer portion.
54,MichiganStateUniversity,3,9/12/14,C.K.,70 F,"II, SR",20,6,C,Friday,5,N/A,Went over 30 minutes
55,MichiganStateUniversity,1,9/12/14,C.K.,70 F,"SR, II",10,N/A,A,N/A,N/A,N/A,Participant never came out to take the survey.
56,MichiganStateUniversity,2,9/12/14,C.K.,70 F,"SR, II",20,6,A,Friday,5,Yes,N/A
57,MichiganStateUniversity,1,9/12/14,C.K.,70 F,"II, SR",10,7,B,Monday,5,Yes,Participant asked if could sit and I said she should remain standing. Participant also originally circled Friday and then changed her response to Monday. Participant went over 30 minutes
58,MichiganStateUniversity,2,9/12/14,C.K.,70 F,"II, SR",20,6,B,Friday,4,Yes,N/A
59,MichiganStateUniversity,3,9/12/14,C.K.,70 F,"SR, II",10,6,C,Monday,4,N/A,Participant sat on the couch for the written portion of the study and also took a while to finish the written portion of the study. Took over 30 minutes to complete the study
60,MichiganStateUniversity,2,9/15/14,C.K.,70 F,"SR, II",20,6,C,Friday,5,N/A,Participant stood for first page of the survey but then sat for the second page
61,MichiganStateUniversity,1,9/15/14,C.K.,70 F,"II, SR",10,7,A,Friday,5,Yes,"Participant went and sat down in one of chairs in the room. Suggested they stand, sat anyway."
62,MichiganStateUniversity,1,9/15/14,J.L.,70 F,"II, SR",20,5,A,Monday,5,No (2),Participant asked to sit I requested she stand because the surveys were short and she complied
63,MichiganStateUniversity,2,9/15/14,J.L.,70 F,"SR, II",10,N/A,B,Friday,5,No (2),"Participant took more than 30 minutes, clicked past participant ID so I was not able to enter it. Participant circled several true/false and crossed them out."
64,MichiganStateUniversity,1,9/15/14,J.L.,70 F,"SR, II",20,7,B,Monday,5,No (2),N/A
65,MichiganStateUniversity,2,9/15/14,J.L.,70 F,"II, SR",10,5,C,Friday,5,N/A,Asked question unrelated to experiment (made some small talk) while filling out the written portion.
66,MichiganStateUniversity,1,9/15/14,J.L.,70 F,"II, SR",20,7,C,Friday,5,N/A,Java Script screen came up when participant pressed continue to start computer portion
67,MichiganStateUniversity,2,9/15/14,J.L.,70 F,"SR, II",10,5,A,Monday,5,Yes,Java Script screen came up when participant pressed continue to start computer portion
68,MichiganStateUniversity,1,9/15/14,J.S.L.,70 F,"SR, II",20,6,A,Friday,3,Yes,Participant finished the computer portion and walked up as other participant was filling out clipboard survey
69,MichiganStateUniversity,2,9/15/14,J.S.L.,70 F,"II, SR",10,7,B,Friday,5,No (4),"As participant was filling out the clipboard survey, the other participant approached (as she was done with the computer portion) also, participant changed answer on the first T/F section"
70,MichiganStateUniversity,1,9/15/14,S.K.,70 F,"II, SR",20,7,B,Monday,5,Yes,Particpant sat on couch during written portion
71,MichiganStateUniversity,2,9/15/14,S.K.,70 F,"SR, II",10,5,C,Friday,5,N/A,Particpant sat on couch during written portion
72,MichiganStateUniversity,2,9/15/14,S.K.,70 F,"SR, II",20,6,c,Friday,4,N/A,Computer error where the first click sent them to the end of the survey. Had to restart then worked fine as far as I know.
73,MichiganStateUniversity,1,9/15/14,S.K.,70 F,"II, SR",10,7,A,Friday,4,Yes,Computer error where the first click sent them to the end of the survey. Had to restart then worked fine as far as I know. Partcipant when told to come find me just opened the room door and sat and waited for me to come to her. I went to get her with the clipboard in hand and told her she should follow me. I went back to the RA office to make it look like I had forgotten something then I asked her to complete the surveys.
74,MichiganStateUniversity,2,9/15/14,J.K.,71 F,"II, SR",20,4,A,Monday,5,Yes,"Asked if it was okay to sit down for the written survey, pointed out in the debreifing form that there is a repeating sentence; Went over 30 minutes, didn't get last name, so gave credit to both participants"
75,MichiganStateUniversity,1,9/15/14,J.K.,71 F,"SR, II",10,7,B,Friday,5,Yes,"participant circled true, crossed it out and put false."
76,MichiganStateUniversity,2,9/15/14,J.K./V.C.,70 F,"SR, II",20,7,B,Friday,4,No( 2),"N/A; Went over 30 minutes, didn't get last name, so gave credit to both participants"
77,MichiganStateUniversity,1,9/15/14,J.K./V.C.,70 F,"II, SR",10,5,C,Monday,5,N/A,rested the clipboard on the table but was still standing
78,MichiganStateUniversity,2,9/15/14,V.C.,70 F,"II, SR",20,6,C,Monday,5,N/A,"Participant leaned up/half-sat on one of the computer tables. Immediately after I gave her the survey, she was looking for someplace to sit."
79,MichiganStateUniversity,1,9/15/14,V.C.,70 F,"SR, II",10,6,A,Friday,5,Yes,"After starting the survey, participant put the clipboard down on one of the computer desks and filled out the survey leaning over (had her elbows on the desk)"
80,MichiganStateUniversity,1,9/15/14,V.C.,70 F,"SR, II",20,6,A,Monday,5,No (1),"After first page, participant asked me if she had to fill out the rest. Finished in 20 minutes."
81,MichiganStateUniversity,2,9/15/14,V.C.,70 F,"II, SR",10,6,B,Friday,5,No (2),Java Script appeared at beginning.
82,MichiganStateUniversity,2,9/16/14,G.W.,70 F,"II, SR",20,6,B,Friday,4,No (4),Participant leaned against the wall while filling out the survey.
83,MichiganStateUniversity,1,9/16/14,G.W.,70 F,"SR, II",10,7,C,Monday,3,N/A,N/A
84,MichiganStateUniversity,2,9/16/14,J.S.,70 F,"SR, II",20,6,C,Friday,5,N/A,N/A
85,MichiganStateUniversity,1,9/16/14,J.S.,70 F,"II, SR",10,6,A,Monday,5,Yes,N/A
86,MichiganStateUniversity,1,9/16/14,J.S.,70 F,"II, SR",20,7,A,Friday,3,No (1),"Was confused by computer part of survey, worried he did it wrong and said he is new to english, I told him to answer as best as he can. Stood for first half of survey, then crossed the room, pulled out a chair and sat for second half. Server crashed on his computer and brought up a screen in the middle of the computer portion with script saying there is no study. He already did the written part, so I just asked if he would mind restarting. He said he would be willing to start over, so I closed it and restarted it. Took over 40 minutes, due to having to restart."
87,MichiganStateUniversity,2,9/16/14,J.S.,70 F,"SR, II",10,6,B,Monday,4,Yes,N/A
88,MichiganStateUniversity,1,9/16/14,J.L.,70 F,"SR, II",20,7,B,Friday,5,Yes,"asked if it was okay to sit down for the written survey, I repeated it was really short and she said ""okay"" and stayed standing."
89,MichiganStateUniversity,2,9/16/14,J.L.,70 F,"II, SR",10,3,C,Monday,4,N/A,Java Script screen came up when participant pressed continue to start computer portion
90,MichiganStateUniversity,1,9/16/14,J.L.,70 F,"II, SR",20,6,C,Friday,4,N/A,N/A
91,MichiganStateUniversity,1,9/16/14,J.L.,70 F,"SR, II",10,6,A,Friday,4,Yes,Participants filled out written portion at the same time.
92,MichiganStateUniversity,2,9/16/14,J.L.,70 F,"SR, II",20,7,A,Friday,5,No (1),Participants filled out written portion at the same time.
93,MichiganStateUniversity,2,9/16/14,J.S.L./M.F.,71 F,"II, SR",10,6,B,Friday,5,Yes,"Participant leaned up against wall to fill out written portion, but had clipboard leaned up against her"
94,MichiganStateUniversity,1,9/16/14,J.S.L./M.F.,71 F,"II, SR",20,7,B,Friday,5,Yes,N/A
95,MichiganStateUniversity,1,9/16/14,J.S.L./M.F.,74 F,"SR, II",10,6,C,Monday,4,N/A,N/A
96,MichiganStateUniversity,1,9/16/14,J.S.L./M.F.,73 F,"SR, II",20,6,C,Friday,5,N/A,Java Script came up when the participant pressed continue
97,MichiganStateUniversity,2,9/16/14,M.F.,73 F,"II, SR",10,7,A,Friday,5,Yes,Java Script came up when the participant pressed continue
98,MichiganStateUniversity,1,9/16/04,J.K.,72 F,"II, SR",20,7,A,Monday,4,Yes,"Java Script came up when the participant pressed continue, participant came and got me because she was confused by the wording of one of the questions, I told her to give it her best guess"
99,MichiganStateUniversity,2,9/16/14,J.K.,72 F,"SR, II",10,7,B,Monday,4,Yes,"Java Script came up when the participant pressed continue. Also clicked past participant ID, so was unable to enter it."
100,MichiganStateUniversity,1,9/16/14,D.V.,72 F,"SR, II",20,7,B,Friday,4,Yes,Placed clipboard on desk while filling out survey
101,MichiganStateUniversity,2,9/16/14,D.V.,72 F,"II, SR",10,7,C,Monday,5,N/A,N/A
102,MichiganStateUniversity,2,9/17/14,C.K.,70 F,"II, SR",20,6,C,Monday,5,N/A,N/A
103,MichiganStateUniversity,1,9/17/14,C.K.,70 F,"SR, II",10,7,A,Friday,5,Yes,Participant leaned against the wall while filling out the survey.
104,MichiganStateUniversity,1,9/17/14,C.K./V.C.,70 F,"SR, II",20,6,A,Monday,5,Yes,Participant didn't want the debriefing form: said that he didn't really care
105,MichiganStateUniversity,2,9/17/14,C.K./V.C.,70 F,"II, SR",10,6,B,Friday,5,Yes,"Went over 30 minutes, didn't get last name, so gave credit to both participants"
106,MichiganStateUniversity,2,9/17/14,C.K./V.C.,70 F,"II, SR",20,7,B,Monday,5,Yes,N/A
107,MichiganStateUniversity,1,9/17/14,C.K./V.C.,70 F,"SR, II",10,7,C,Friday,4,N/A,N/A
108,MichiganStateUniversity,1,9/17/14,V.C.,70 F,"SR, II",20,7,C,Friday,5,N/A,Jave Script came up in beginning
109,MichiganStateUniversity,2,9/17/14,V.C.,70 F,"II, SR",10,6,A,Monday,4,No (1),Jave Script came up in beginning
110,MichiganStateUniversity,1,9/17/14,S.K.,70 F,"II, SR",20,5,A,Friday,4,Yes,N/A
111,MichiganStateUniversity,2,9/17/14,S.K.,70 F,"SR, II",10,5,B,Monday,3,Yes,used check marks instead of circles on T/F
112,MichiganStateUniversity,2,9/17/14,S.K.,70 F,"SR, II",20,7,B,Friday,5,Yes,Participant leaned against the wall while filling out the II Response but not during the rest of the written portion
113,MichiganStateUniversity,1,9/17/14,S.K.,70 F,"II, SR",10,6,C,Friday,4,N/A,"Java Script came up in beginning, leaned against wall during written portion"
114,MichiganStateUniversity,1,9/17/14,S.K.,71 F,"II, SR",20,7,C,Monday,5,N/A,Had questions about the written portion after completing it but I told her I cant say anything about it until the study is complete. As was not sure about what term to use when it was talking about her grades in the computer portion? I told her to use what they were in the spring. Also for the color recognition task the numbers wouldnt work so i refreshed the page and they still didnt work. Only the numbers at the top of keyboard would work.
115,MichiganStateUniversity,2,9/17/14,S.K.,71 F,"SR, II",10,7,A,Friday,5,No (1),N/A
116,MichiganStateUniversity,2,9/17/14,M.F.,73 F,"SR, II",20,6,A,Friday,4,Yes,N/A
117,MichiganStateUniversity,1,9/17/14,M.F.,73 F,"II, SR",10,4,B,Thursday,5,No (3),"Java Script came up in the beginning. on survey, crossed off circle of one of the true/false and circled the other"
118,MichiganStateUniversity,1,9/17/14,Devon,72 F,"II, SR",20,6,B,Friday,4,Yes,"When the continued button was clicked an HTML code came on saying no sessions scheduled. I exited and started a new window and it was fine. The participant came out after briefly starting the second portion of the computer section and stated she messed up and wanted to go go back becuase she was confused on the instructions but then asked if they could keep going and I stated they could. Participant was confused about what the meaning of the question regarding "" do you feel satisfied when you have been deliberating on something for a long period of time?"". I told her to interpret it the best she could."
119,MichiganStateUniversity,2,9/17/14,Devon,72 F,"SR, II",10,5,C,Monday,4,N/A,When the contineu button was clicked an HTML code came on saying no sessions scheduled. I exited and started a new window and it was fine. Though this was at the same time as the other participants no study session and this participant entered the room I was in with the other participant to clarify that they were both recieving error messages.
120,MichiganStateUniversity,1,9/17/14,Devon,72 F,"SR, II",20,7,C,Monday,4,N/A,When I went to type in the part id the stack error message came on and wouldn‰Ûªt let me save the data.
121,MichiganStateUniversity,2,9/17/14,Devon,72 F,"II, SR",10,6,A,Monday,5,Yes,none
122,MichiganStateUniversity,1,9/17/14,Devon,72 F,"II, SR",20,6,A,Friday,5,Yes,none
123,MichiganStateUniversity,1,9/18/14,C.K.,70 F,"SR, II",10,7,B,Friday,5,Yes,Participant filled out survey while sitting down
124,MichiganStateUniversity,2,9/18/14,C.K.,70 F,"SR, II",20,7,B,Friday,5,Yes,N/A
125,MichiganStateUniversity,1,9/18/14,C.K.,70 F,"II, SR",10,6,C,Monday,4,N/A,N/A
126,MichiganStateUniversity,2,9/18/14,C.K.,70 F,"II, SR",20,6,C,Friday,4,N/A,Participant leaned up against one of the desks in the main room
127,MichiganStateUniversity,1,9/18/14,C.K.,70 F,"SR, II",10,7,A,Friday,5,Yes,N/A
128,MichiganStateUniversity,2,9/18/14,C.K.,70 F,"SR, II",20,6,A,Friday,5,Yes,Participant finished the computer portion without taking the written portion. I had her take the written portion before she left.
129,MichiganStateUniversity,1,9/18/14,G.W.,70 F,"II, SR",10,7,B,Friday,4,Yes,Participant leaned against the door frame while filling out the survey.
130,MichiganStateUniversity,2,9/18/14,G.W.,70 F,"II, SR",20,6,B,Monday,4,Yes,Participant leaned against the wall while filling out the survey. Also took about 40 minutes to complete the experiment.
131,MichiganStateUniversity,2,9/18/14,G.W.,71 F,"SR, II",10,7,C,Friday,4,N/A,N/A
132,MichiganStateUniversity,1,9/18/14,G.W.,71 F,"SR, II",20,7,C,Monday,4,N/A,Participant sat on the side of the couch while completing the survey. Also took about 50 minutes to complete the experiment.
133,MichiganStateUniversity,2,9/18/14,G.W.,71 F,"II, SR",10,7,A,Friday,5,Yes,N/A
134,MichiganStateUniversity,3,9/18/14,G.W.,71 F,"II, SR",20,6,A,Friday,3,Yes,N/A
135,MichiganStateUniversity,3,9/18/14,J.S.L.,71 F,"SR, II",10,6,B,Friday,3,No (2),Participants filled out written part at exactly the same time
136,MichiganStateUniversity,2,9/18/14,J.S.L.,71 F,"SR, II",20,6,B,Friday,4,Yes,"Participants filled out writen part at exactly the same time; participant filled out survey while standing initially, then proceeded to sit down at desk to fill out the rest"
137,MichiganStateUniversity,2,9/18/14,J.S.L.,71 F,"II, SR",10,7,C,Monday,5,N/A,"Participant must have clicked ""Continue"" past the experimenter section, because when I entered the room, the javascript screen was up, and I wasn't able to enter the S#; I clicked the ""Back"" button and entered the number, clicked ""Continue"" but there was no normal javascript screen, so I'm not sure the S# registered"
138,MichiganStateUniversity,2,9/18/14,D.V.,71 F,"II, SR",20,7,C,Friday,4,N/A,Participant completed first portion of the study within 2 minutes.
139,MichiganStateUniversity,3,9/18/14,D.V.,71 F,"SR, II",10,5,A,Friday,3,Yes,Participant sat down while completing survey
140,MichiganStateUniversity,1,9/18/14,D.V.,71 F,"SR, II",20,7,A,Friday,4,No (1),Participants completed surveys at the same time; circled II response
141,MichiganStateUniversity,2,9/18/14,D.V.,71 F,"II, SR",10,7,B,Friday,5,Yes,Participants completed surveys at the same time
142,MichiganStateUniversity,1,9/18/14,D.V.,70 F,"II, SR",20,6,B,Friday,5,Yes,N/A
143,MichiganStateUniversity,2,9/18/14,D.V.,70 F,"SR, II",10,5,C,Friday,5,N/A,N/A
144,MichiganStateUniversity,1,9/19/14,J.S.,70 F,"SR, II",20,7,C,Monday,4,N/A,N/A
145,MichiganStateUniversity,1,9/19/14,"J.S., S.K.",70 F,"II, SR",10,7,A,Monday,3,Yes,"Asked if she could sit down, then said is it just one page, I told her it was a few but they were really short. She ended up standing."
146,MichiganStateUniversity,3,9/19/14,"J.S., S.K.",70 F,"II, SR",20,7,A,Monday,2,Yes,Walked over to only remaining chair and sat down.
147,MichiganStateUniversity,1,9/19/14,J.S.,70 F,"SR, II",10,6,B,Friday,5,Yes,N/A
148,MichiganStateUniversity,2,9/19/14,M.F.,70 F,"SR, II",20,6,B,Friday,5,Yes,N/A
149,MichiganStateUniversity,1,9/19/14,M.F.,70 F,"II, SR",10,7,C,Friday,5,N/A,N/A
150,MichiganStateUniversity,1,9/19/14,M.F.,70 F,"II, SR",20,7,C,Friday,5,N/A,N/A
151,MichiganStateUniversity,2,9/19/14,M.F.,71 F,"SR, II",10,6,A,Monday,3,Yes,Participant sat on the floor when she completed the survey.
152,MichiganStateUniversity,2,9/19/14,C.K.,71 F,"SR, II",20,5,A,Friday,5,No (1),Participant was holding keys and phone when she took the written portion. She set them down midway throught the survey.
153,MichiganStateUniversity,1,9/19/14,C.K.,71 F,"II, SR",10,4,B,Friday,5,No (1),N/A
154,MichiganStateUniversity,1,9/19/14,C.K.,73 F,"II, SR",20,5,B,Friday,4,Yes,N/A
155,MichiganStateUniversity,1,10/27/14,C.K.,71 F,"SR, II",10,6,C,Friday,5,N/A,N/A
156,MichiganStateUniversity,2,10/27/14,C.K.,71 F,"SR, II",20,6,C,Friday,4,N/A,N/A
157,MichiganStateUniversity,1,10/27/14,J.L.,71 F,"II, SR",10,2,A,Monday,4,No (1),"Java Script came up in beginning, looked for a place to sit, when I repeated that it was really short and she could stay where she was, she did. Used check marks on survey instead of circles."
158,MichiganStateUniversity,2,10/27/14,J.L.,71 F,"II, SR",20,7,A,Friday,5,Yes,Partisipant was carrying his backpack for the written portion but still completed it standing up.
159,MichiganStateUniversity,1,10/27/14,J.L.,71 F,"SR, II",10,7,B,Monday,5,Yes,"Java Script came up in the beginning. Participant finished first page of written portion, asked if it was only the one page, I said no please fill out the entire packet, and she continued."
160,MichiganStateUniversity,2,10/27/14,J.L.,71 F,"SR, II",20,6,B,Friday,5,Yes,Participant was carrying his backpack for the written portion but still completed it standing up. Also asked if he should circle the answeres to the T/F questions.
161,MichiganStateUniversity,2,10/27/14,J.L.,71 F,"II, SR",10,7,C,Monday,4,N/A,Java Script came up in the beginning
162,MichiganStateUniversity,1,10/27/14,J.L.,71 F,"II, SR",20,4,C,Friday,3,N/A,Took over half an hour
163,MichiganStateUniversity,1,10/27/14,J.S.L.,72 F,"SR, II",10,5,A,Friday,5,Yes,Participant sat down on couch while filling out written survey
164,MichiganStateUniversity,2,10/27/14,J.S.L.,72 F,"SR, II",20,6,A,Monday,5,No (1),Took over half an hour
165,MichiganStateUniversity,1,10/27/14,S.K.,72 F,"II, SR",10,7,B,Friday,5,Yes,N/A
166,MichiganStateUniversity,2,10/27/14,S.K.,72 F,"II, SR",20,5,B,Monday,4,Yes,Participant leaned on table during written portion
167,MichiganStateUniversity,1,10/27/14,S.K.,72 F,"SR, II",10,6,C,Friday,5,N/A,N/A
168,MichiganStateUniversity,1,10/27/14,"J.K., V.C.",73 F,"SR, II",20,7,C,Monday,5,N/A,Study had to be restarted because of the java script problem. After I entered the ID number at the end of the survey it went to the java script page again so I'm not sure if the results saved or not
169,MichiganStateUniversity,1,10/27/14,V.C.,73 F,"II, SR",10,7,A,Friday,5,Yes,Jave Script came up in beginning; asked if she should continue past first page of survey
170,MichiganStateUniversity,1,10/27/14,V.C.,72 F,"II, SR",20,7,A,Monday,4,Yes,Needed me to clarify that she should come find me when instructed to do so; took longer than 30 minutes;brought her backpack out with her; tried to sit down but didn‰Ûªt
171,MichiganStateUniversity,1,10/28/14,J.S.,70 F,"SR, II",10,7,B,Friday,5,No (1),Took over half an hour
172,MichiganStateUniversity,1,10/28/14,J.S.,70 F,"SR, II",20,7,B,Monday,3,Yes,"Participant walked over to couch looked at it, but did not sit down."
173,MichiganStateUniversity,2,10/28/14,J.S.,70 F,"II, SR",10,3,C,Monday,3,N/A,"Participant had language barrier and just asked for direction clarification, which was given."
174,MichiganStateUniversity,2,10/28/14,J.L.,70 F,"SR, II",20,5,C,Friday,5,N/A,"WRONG PACKET USED Used 20 SR-II C Java Script came up in the beginning, while completing written portion other participant came out to tell me there was a problem with the program (Java Script screen)."
