ML3: In-Session Data Spreadsheet: San Diego State University,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,(II-SR or SR-II),(10 or 20),(1 not at all important - 7 very important),"(A, B, C)",type the day of the week,(1 not at all confident - 5 very confident),"Did the participant answer the 4 true/false questions correctly? Yes, No (how many missed), or N/A (if in condition C)",
12,SanDiegoStateUniversity,2,9/24/14,Nathan,73.9,"SR, II",20,7,C,Friday,5,N/A,
13,SanDiegoStateUniversity,2,9/24/14,Nathan,73.4,"II, SR",10,5,A,Friday,4,Yes,
14,SanDiegoStateUniversity,3,9/24/14,Nathan,73.4,"II, SR",20,5,A,Friday,5,Yes,
15,SanDiegoStateUniversity,1,9/24/14,Nathan,73.4,"SR, II",10,7,B,Monday,4,"No, missed #1, #3, and #4",
16,SanDiegoStateUniversity,4,9/25/14,Ashley,73.8,"SR, II",20,7,B,Friday,4,Yes,
17,SanDiegoStateUniversity,3,9/25/14,Ashley,73.8,"II, SR",10,7,C,Friday,5,N/A,
18,SanDiegoStateUniversity,2,9/25/14,Ashley,73.8,"II, SR",20,5,C,Monday,4,N/A,
19,SanDiegoStateUniversity,1,9/25/14,Ashley,73.8,"SR, II",10,6,A,Friday,5,Yes,
20,SanDiegoStateUniversity,3,9/25/14,Ashley,73.8,"SR, II",20,7,A,Friday,5,"No, missed #1","Leaned, almost sitting on the desk."
21,SanDiegoStateUniversity,2,9/25/14,Ashley,73.8,"II, SR",10,6,B,Friday,4,Yes,
22,SanDiegoStateUniversity,4,9/25/14,Ashley,73.8,"II, SR",20,5,B,Monday,4,Yes,
23,SanDiegoStateUniversity,3,10/1/14,Nathan,73.2,"SR, II",10,6,C,Friday,5,N/A,
24,SanDiegoStateUniversity,2,10/1/14,Nathan,73.2,"SR, II",20,6,C,Friday,5,N/A,
25,SanDiegoStateUniversity,4,10/1/14,Nathan,73.2,"II, SR",10,7,A,Friday,3,Yes,
26,SanDiegoStateUniversity,1,10/1/14,Nathan,73.2,"II, SR",20,6,A,Monday,4,"No, missed #2",
27,SanDiegoStateUniversity,3,10/1/14,Nathan,73.2,"SR, II",10,6,B,Friday,3,Yes,
28,SanDiegoStateUniversity,1,10/1/14,Nathan,73.2,"SR, II",20,1,B,Friday,3,"No, missed #1",
29,SanDiegoStateUniversity,2,10/1/14,Nathan,73.2,"II, SR",10,7,C,Friday,4,N/A,
30,SanDiegoStateUniversity,4,10/2/14,Ashley,74.1,"II, SR",20,7,C,Monday,5,N/A,
31,SanDiegoStateUniversity,1,10/2/14,Ashley,74.1,"SR, II",10,7,A,Friday,4,Yes,Asked if have to complete all pages.
32,SanDiegoStateUniversity,2,10/2/14,Ashley,74.1,"SR, II",20,6,A,Monday,4,Yes,Asked if have to complete all pages.
33,SanDiegoStateUniversity,3,10/2/14,Ashley,74.1,"II, SR",10,6,B,Friday,3,Yes,Asked if have to complete all pages.
34,SanDiegoStateUniversity,3,10/2/14,Ashley,74.1,"II, SR",20,6,B,Friday,3,Yes,
35,SanDiegoStateUniversity,1,10/2/14,Ashley,74.1,"SR, II",10,6,C,Friday,5,N/A,
36,SanDiegoStateUniversity,2,10/2/14,Ashley,74.1,"SR, II",20,7,C,Monday,4,N/A,
37,SanDiegoStateUniversity,4,10/2/14,Ashley,74.1,"II, SR",10,7,A,Friday,5,Yes,
38,SanDiegoStateUniversity,2,10/8/14,Nathan,73.6,"II, SR",20,7,A,Friday,3,Yes,
39,SanDiegoStateUniversity,4,10/8/14,Nathan,73.6,"SR, II",10,6,B,Friday,5,Yes,
40,SanDiegoStateUniversity,3,10/8/14,Nathan,73.6,"SR, II",20,7,B,Friday,5,"No, missed #1 & #4",
41,SanDiegoStateUniversity,3,10/8/14,Nathan,73.9,"II, SR",10,7,C,Friday,5,N/A,
42,SanDiegoStateUniversity,4,10/8/14,Nathan,73.9,"II, SR",20,7,C,Friday,5,N/A,
43,SanDiegoStateUniversity,3,10/9/14,Ashley,73.8,"SR, II",10,6,A,Friday,3,Yes,
44,SanDiegoStateUniversity,1,10/9/14,Ashley,73.8,"SR, II",20,7,A,Friday,5,Yes,Was in the room at the same time as participant #45
45,SanDiegoStateUniversity,2,10/9/14,Ashley,73.8,"II, SR",10,7,B,Friday,5,Yes,Was in the room at the same time as participant #44
46,SanDiegoStateUniversity,1,10/9/14,Ashley,73.8,"II, SR",20,6,B,Friday,4,Yes,"Did not originally fill out last page, he filled it out when he returned the second time, and I informed him that he had missed the last page. The data: Friday and the 4 related to it were added on."
47,SanDiegoStateUniversity,2,10/9/14,Ashley,73.8,"SR, II",10,7,C,Friday,4,N/A,
48,SanDiegoStateUniversity,3,10/9/14,Ashley,73.8,"SR, II",20,7,C,Wednesday,5,N/A,
49,SanDiegoStateUniversity,4,10/15/14,Nathan,73.6,"II, SR",10,7,A,Monday,5,Yes,
50,SanDiegoStateUniversity,3,10/15/14,Nathan,73.6,"II, SR",20,6,A,Friday,3,Yes,
51,SanDiegoStateUniversity,1,10/15/14,Nathan,73.6,"SR, II",10,6,B,Friday,4,"No; missed #1, #2, #3, and #4","May have not completed the computer part (i.e. just clicked through it all). When I went in the room to open up the debriefing form for another participant, she was sitting with her head down on her desk. Possible that she did not speak/read English well either."
52,SanDiegoStateUniversity,1,10/15/14,Nathan,73.9,"SR, II",20,6,B,Friday,5,Yes,
53,SanDiegoStateUniversity,3,10/15/14,Nathan,73.9,"II, SR",10,6,C,Friday,5,N/A,
54,SanDiegoStateUniversity,2,10/15/14,Nathan,73.9,"II, SR",20,6,C,Monday,3,N/A,
55,SanDiegoStateUniversity,3,10/16/14,Ashley,73.6,"SR, II",10,6,A,Friday,5,Yes,
56,SanDiegoStateUniversity,1,10/16/14,Ashley,73.6,"SR, II",20,6,A,Friday,5,Yes,
57,SanDiegoStateUniversity,4,10/16/14,Ashley,73.6,"II, SR",10,6,B,Friday,4,Yes,
58,SanDiegoStateUniversity,2,10/16/14,Ashley,73.6,"II, SR",20,7,B,Friday,5,Yes,
59,SanDiegoStateUniversity,2,10/16/14,Ashley,73.6,"SR, II",10,5,C,Friday,5,NA,
60,SanDiegoStateUniversity,3,10/16/14,Ashley,73.6,"SR, II",20,7,C,Monday,5,NA,
61,SanDiegoStateUniversity,1,10/16/14,Ashley,73.6,"II, SR",10,7,A,Friday,4,Yes,Participant was given the correct clipboard (10) but RA used the booklet that was supposed to be for participant #62 (20 on the cover page). It is likely that the participant id entered on the computer was #62 (instead of #61). May need to correct that. Participant did not come in to take written portion until he had finished BOTH parts of the computer portion.
62,SanDiegoStateUniversity,3,10/22/14,Nathan,73.8,"II, SR",20,6,A,Friday,5,"No, missed #1",Participant was given the correct clipboard (20) but other RA used the booklet that was supposed to be for participant #61 (10 on the cover page) to make-up for the mix-up in the previous session. Participant id entered on the computer was #62. This is the actual participant #62 (but this id may have been used twice; see note for participant #61).
63,SanDiegoStateUniversity,4,10/22/14,Nathan,73.8,"SR, II",10,6,B,Friday,5,"No, missed #3 & #4",
64,SanDiegoStateUniversity,2,10/22/14,Nathan,73.8,"SR, II",20,7,B,Friday,5,Yes,
65,SanDiegoStateUniversity,1,10/22/14,Nathan,73.8,"II, SR",10,6,C,Friday,4,N/A,Leaned against filing cabinet
66,SanDiegoStateUniversity,4,10/22/14,Nathan,73.9,"II, SR",20,7,C,Monday,4,N/A,
67,SanDiegoStateUniversity,2,10/22/14,Nathan,73.9,"SR, II",10,7,A,Friday,5,Yes,
68,SanDiegoStateUniversity,1,10/22/14,Nathan,73.9,"SR, II",20,7,A,Friday,5,Yes,Leaned against filing cabinet
69,SanDiegoStateUniversity,3,10/22/14,Nathan,73.9,"II, SR",10,6,B,Monday,5,"No, missed #2 & #3",
70,SanDiegoStateUniversity,1,10/23/14,Ashley,,"II, SR",20,7,B,Friday,5,N/A,Did not give us permission to use her data. FInished in 10 min. Leaned against desk. One overhead light was out during the study.
71,SanDiegoStateUniversity,2,10/23/14,Ashley,73.8,"SR, II",10,6,C,Monday,4,Yes,One overhead light was out during the study
72,SanDiegoStateUniversity,3,10/23/14,Ashley,73.8,"SR, II",20,7,C,Friday,4,N/A,One overhead light was out during the study
73,SanDiegoStateUniversity,2,10/23/14,Ashley,73.8,"II, SR",10,7,A,Friday,5,Yes,
74,SanDiegoStateUniversity,3,10/23/14,Ashley,73.8,"II, SR",20,7,A,Friday,4,Yes,
75,SanDiegoStateUniversity,1,10/23/14,Ashley,73.8,"SR, II",10,6,B,Monday,5,Yes,
76,SanDiegoStateUniversity,4,10/29/14,Nathan,73.2,"SR, II",20,7,B,Friday,3,Yes,
77,SanDiegoStateUniversity,1,10/29/14,Nathan,73.2,"II, SR",10,7,C,Monday,5,N/A,
78,SanDiegoStateUniversity,4,10/29/14,Nathan,73.6,"II, SR",20,7,C,Monday,4,N/A,
79,SanDiegoStateUniversity,3,10/29/14,Nathan,73.6,"SR, II",10,6,A,Friday,5,Yes,
80,SanDiegoStateUniversity,1,10/30/14,Ashley,73,"SR, II",20,7,A,Friday,5,Yes,
81,SanDiegoStateUniversity,2,10/30/14,Ashley,73,"II, SR",10,7,B,Friday,4,"No, missed #2, #3, and #4",
82,SanDiegoStateUniversity,3,10/30/14,Ashley,73,"II, SR",20,5,B,Monday,5,"No, missed #1",
83,SanDiegoStateUniversity,4,10/30/14,Ashley,73,"SR, II",10,6,C,Monday,5,N/A,
84,SanDiegoStateUniversity,1,10/30/14,Ashley,73,"SR, II",20,7,C,Monday,4,N/A,Was late for study (by 8 minutes) so I read the instructions in the hallway.
85,SanDiegoStateUniversity,2,10/30/14,Ashley,73,"II, SR",10,5,A,Friday,5,Yes,
86,SanDiegoStateUniversity,2,11/5/15,Nathan,74.1,"II, SR",20,7,A,Monday,5,No,
87,SanDiegoStateUniversity,1,11/5/14,Nathan,74.1,"SR, II",10,6,B,Saturday,3,"No, missed #1 & #2",
88,SanDiegoStateUniversity,3,11/5/14,Nathan,74.1,"SR, II",20,7,B,Monday,3,Yes,
89,SanDiegoStateUniversity,2,11/5/14,Nathan,74.3,"II, SR",10,7,C,Friday,4,N/A,
90,SanDiegoStateUniversity,1,11/5/14,Nathan,74.3,"II, SR",20,6,C,Friday,5,N/A,
91,SanDiegoStateUniversity,1,11/6/14,Ashley,73.2,"SR, II",10,7,A,Friday,5,Yes,Leaned against desk. One overhead light was out.
92,SanDiegoStateUniversity,2,11/6/14,Ashley,73.2,"SR, II",20,7,A,Friday,5,Yes,One overhead light was out.
93,SanDiegoStateUniversity,4,11/6/14,Ashley,73.2,"II, SR",10,6,B,Friday,5,Yes,One overhead light was out.
94,SanDiegoStateUniversity,3,11/6/14,Ashley,73.2,"II, SR",20,7,B,Friday,5,Yes,One overhead light was out.
95,SanDiegoStateUniversity,3,11/6/14,Ashley,73.2,"SR, II",10,7,C,Friday,4,N/A,
96,SanDiegoStateUniversity,4,11/6/14,Ashley,73.2,"SR, II",20,6,C,Friday,4,N/A,
97,SanDiegoStateUniversity,1,11/6/14,Ashley,73.2,"II, SR",10,7,A,Monday,4,Yes,
98,SanDiegoStateUniversity,2,11/6/14,Ashley,73.2,"II, SR",20,6,A,Friday,5,Yes,
99,SanDiegoStateUniversity,4,11/13/14,Ashley,74.5,"SR, II",10,4,B,Wednesday,4,"No; missed #1, #2, #3, and #4",Overhead light flickered on and off.
100,SanDiegoStateUniversity,3,11/13/14,Ashley,74.5,"SR, II",20,7,B,Monday,2,"No; missed #1, #2,and #4","Pop-up appeared on computer during the study. Subject found researcher, and researcher clicked out of it. Overhead light flickered on and off."
101,SanDiegoStateUniversity,1,11/13/14,Ashley,74.5,"II, SR",10,6,C,Friday,5,N/A,Overhead light flickered on and off.
102,SanDiegoStateUniversity,2,11/13/14,Ashley,74.5,"II, SR",20,7,C,Friday,5,N/A,Overhead light flickered on and off.
103,SanDiegoStateUniversity,3,11/13/14,Ashley,74.5,"SR, II",10,7,A,Friday,5,"No, missed #1",
104,SanDiegoStateUniversity,1,11/13/14,Ashley,74.5,"SR, II",20,6,A,Friday,5,"No, missed #1","Asked question about what ""position"" meant in the online portion."
105,SanDiegoStateUniversity,2,11/13/14,Ashley,74.5,"II, SR",10,7,B,Monday,5,Yes,Placed clipboard on table and leaned on table.
106,SanDiegoStateUniversity,3,11/19/14,Nathan,74.3,"II, SR",20,7,B,Friday,5,"No, missed #1",Light flickering above computers 1 & 2
107,SanDiegoStateUniversity,2,11/19/14,Nathan,74.3,"SR, II",10,6,C,Friday,4,N/A,Light flickering above computers 1 & 3
108,SanDiegoStateUniversity,1,11/19/14,Nathan,74.3,"SR, II",20,5,C,Monday,5,N/A,Light flickering above computers 1 & 4
109,SanDiegoStateUniversity,4,11/19/14,Nathan,74.7,"II, SR",10,6,A,Monday,4,Yes,
110,SanDiegoStateUniversity,1,11/19/14,Nathan,74.7,"II, SR",20,4,A,Friday,4,Yes,
111,SanDiegoStateUniversity,3,11/19/14,Nathan,74.7,"SR, II",10,7,B,Friday,5,"No, missed #1 & #4",
112,SanDiegoStateUniversity,2,11/19/14,Nathan,74.7,"SR, II",20,6,B,Friday,5,"No, missed #1 & #2",Slightly leaned against doorway
113,SanDiegoStateUniversity,1,11/20/14,Ashley,.,"II, SR",10,7,C,Friday,5,N/A,
114,SanDiegoStateUniversity,2,11/20/14,Ashley,.,"II, SR",20,6,C,Friday,4,N/A,
115,SanDiegoStateUniversity,4,11/20/14,Ashley,.,"SR, II",10,7,A,Friday,5,Yes,
116,SanDiegoStateUniversity,3,11/20/14,Ashley,.,"SR, II",20,7,A,Friday,5,Yes,Unable to enter participant id nb on computer.
117,SanDiegoStateUniversity,2,11/20/14,Ashley,.,"II, SR",10,7,B,Monday,5,Yes,
118,SanDiegoStateUniversity,1,11/20/14,Ashley,.,"II, SR",20,7,B,Monday,5,Yes,
119,SanDiegoStateUniversity,3,12/3/14,Nathan,73.9,"SR, II",10,6,C,Monday,5,N/A,
120,SanDiegoStateUniversity,2,12/3/14,Nathan,73.9,"SR, II",20,7,C,Friday,5,N/A,
121,SanDiegoStateUniversity,1,12/3/14,Nathan,73.9,"II, SR",10,6,A,Monday,5,Yes,Came in late--right as other participants were just starting
122,SanDiegoStateUniversity,4,12/3/14,Nathan,73.9,"II, SR",20,3,A,Monday,3,Yes,
123,SanDiegoStateUniversity,2,12/3/14,Nathan,74.1,"SR, II",10,6,B,Monday,5,"No, missed #1, #3, and #4",
124,SanDiegoStateUniversity,3,12/3/14,Nathan,74.1,"SR, II",20,7,B,Monday,5,"No; missed #1, #2, #3, and #4",
125,SanDiegoStateUniversity,4,12/3/14,Nathan,74.1,"II, SR",10,7,C,Monday,5,N/A,Unable to enter participant id nb on computer (session timed out).
126,SanDiegoStateUniversity,2,12/4/14,Ashley,73.6,"II, SR",20,4,C,Monday,4,N/A,
127,SanDiegoStateUniversity,1,12/4/14,Ashley,73.6,"SR, II",10,2,A,Friday,5,Yes,Placed clipboard down to turn page once (only briefly)
128,SanDiegoStateUniversity,1,12/4/14,Ashley,73.6,"SR, II",20,7,A,Friday,5,Yes,
129,SanDiegoStateUniversity,3,12/4/14,Ashley,73.6,"II, SR",10,4,B,Friday,5,Yes,
130,SanDiegoStateUniversity,4,12/4/14,Ashley,73.6,"II, SR",20,7,B,Monday,5,Yes,
131,SanDiegoStateUniversity,2,12/4/14,Ashley,73.6,"SR, II",10,7,C,Monday,3,N/A,"Only did first page standing up (page with day and confidence of answer), after she placed the clipboard on the table and leaned over"
132,SanDiegoStateUniversity,4,12/10/14,Nathan,74.3,"SR, II",20,7,C,Friday,4,N/A,
133,SanDiegoStateUniversity,2,12/10/14,Nathan,74.3,"II, SR",10,7,A,Friday,5,Yes,
134,SanDiegoStateUniversity,3,12/10/14,Nathan,74.3,"II, SR",20,6,A,Friday,5,"No, missed #1",
135,SanDiegoStateUniversity,4,12/10/14,Nathan,74.3,"SR, II",10,7,B,Friday,5,"No, missed #1",
136,SanDiegoStateUniversity,2,12/10/14,Nathan,74.3,"SR, II",20,7,B,Friday,3,"No, missed #1",
137,SanDiegoStateUniversity,3,12/10/14,Nathan,74.3,"II, SR",10,7,C,Monday,5,N/A,
