ML3: In-Session Data Spreadsheet: Texas A&M,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,(II-SR or SR-II),(10 or 20),(1 not at all important - 7 very important),"(A, B, C)",type the day of the week,(1 not at all confident - 5 very confident),"Did the participant answer the 4 true/false questions correctly? Yes, No (how many missed), or N/A (if in condition C)",
100,TexasAandM,2,12/1/14,ds,73,SR-II,20,6,B,Friday,5,Yes,
101,TexasAandM,4,12/1/14,ds,73,II-SR,10,7,C,Monday,5,N/A,
102,TexasAandM,2,12/1/14,ds,73,II-SR,20,7,C,Friday,5,N/A,
103,TexasAandM,4,12/1/14,ds,73,SR-II,10,6,A,Friday,5,Yes,
104,TexasAandM,2,12/1/14,ds,73,SR-II,20,6,A,Friday,5,Yes,
105,TexasAandM,2,12/1/14,ds,73,II-SR,10,6,B,Monday,5,"No, 2/4",
106,TexasAandM,4,12/1/14,ds,73,II-SR,20,7,B,Friday,5,Yes,
107,TexasAandM,2,12/1/14,ds,73,SR-II,10,6,C,Friday,5,N/A,
108,TexasAandM,2,12/1/14,ds,73,SR-II,20,5,C,Friday,3,N/A,
109,TexasAandM,4,12/1/14,ds,73,II-SR,10,6,A,Monday,5,Yes,
110,TexasAandM,4,12/1/14,aa,73,II-SR,20,7,A,Monday,4,"No, 3/4","Sat down about halfway through, but had already answered importance question"
111,TexasAandM,2,12/1/14,aa,73,SR-II,10,7,B,Friday,4,Yes,
112,TexasAandM,4,12/1/14,aa,73,SR-II,20,7,B,Friday,5,Yes,Leaned against wall
113,TexasAandM,2,12/1/14,aa,73,II-SR,10,6,C,Friday,5,N/A,
114,TexasAandM,6,12/1/14,aa,73,II-SR,20,7,C,Monday,5,N/A,
115,TexasAandM,6,12/1/14,aa,73,SR-II,10,6,A,Friday,4,Yes,
116,TexasAandM,2,12/1/14,aa,73,SR-II,20,6,A,Friday,5,Yes,
117,TexasAandM,4,12/1/14,aa,73,II-SR,10,6,B,Monday,5,Yes,
118,TexasAandM,4,12/2/14,bm,72,II-SR,20,7,B,Monday,4,Yes,
119,TexasAandM,2,12/2/14,bm,72,SR-II,10,7,C,Friday,5,N/A,
120,TexasAandM,6,12/2/14,bm,72,SR-II,20,6,C,Monday,4,NA,Participant sat down on the floor while filling out surveys
121,TexasAandM,2,12/2/14,bm,73,II-SR,10,6,A,Friday,4,Yes,
122,TexasAandM,2,12/2/14,bm,73,II-SR,20,7,A,Monday,4,Yes,Computer timed out before putting in the number
123,TexasAandM,4,12/2/14,bm,73,SR-II,10,6,B,Friday,5,"No, 3/4",Computer timed out before putting in the number
124,TexasAandM,1,12/2/14,es,73,SR-II,20,6,B,Monday,4,Yes,
125,TexasAandM,2,12/2/14,es,73,II-SR,10,6,C,Friday,5,N/A,
126,TexasAandM,4,12/2/14,es,73,II-SR,20,5,C,Monday,3,N/A,
127,TexasAandM,1,12/2/14,es,73,SR-II,10,7,A,Monday,4,Yes,
128,TexasAandM,2,12/2/14,es,73,SR-II,20,7,A,Friday,5,Yes,
129,TexasAandM,4,12/2/14,es,73,II-SR,10,6,B,Monday,5,Yes,Sat down on the floor
130,TexasAandM,4,12/2/14,bd,73,II-SR,20,6,B,Monday,4,"No, 0/4",Sat down on the floor
131,TexasAandM,2,12/3/14,,73,SR-II,10,7,C,Monday,4,N/A,
132,TexasAandM,1,12/3/14,,73,SR-II,20,6,C,Monday,5,N/A,
133,TexasAandM,1,12/3/14,,73,II-SR,10,6,A,Monday,3,Yes,
134,TexasAandM,2,12/3/14,,73,II-SR,20,6,A,Friday,5,Yes,Laid clipboard on table
135,TexasAandM,2,12/3/14,,73,SR-II,10,7,B,Monday,5,Yes,
136,TexasAandM,1,12/3/14,,73,SR-II,20,5,B,Friday,4,Yes,
137,TexasAandM,1,12/3/14,,73,II-SR,10,6,C,Friday,5,N/A,
138,TexasAandM,1,12/3/14,,73,II-SR,20,7,C,Monday,5,N/A,
139,TexasAandM,4,12/3/14,aa,73,SR-II,10,6,A,Monday,5,Yes,leaned against wall
140,TexasAandM,2,12/3/14,aa,73,SR-II,20,6,A,Monday,5,Yes,leaned against wall
141,TexasAandM,6,12/3/14,aa,73,II-SR,10,7,B,Monday,5,Yes,
142,TexasAandM,2,12/3/14,aa,73,II-SR,20,7,B,Monday,5,Yes,
143,TexasAandM,4,12/3/14,aa,73,SR-II,10,6,C,Friday,5,N/A,
144,TexasAandM,2,12/3/14,aa,73,SR-II,20,6,C,Friday,5,N/A,
145,TexasAandM,4,12/3/14,aa,73,II-SR,10,7,A,Friday,5,Yes,
146,TexasAandM,6,12/3/14,aa,73,II-SR,20,6,A,Monday,5,Yes,
147,TexasAandM,2,12/3/14,aa,74,SR-II,10,5,B,Friday,4,Yes,
148,TexasAandM,4,12/3/14,aa,74,SR-II,20,6,B,Monday,5,Yes,
149,TexasAandM,2,12/4/14,cf,73,II-SR,10,6,C,Friday,5,N/A,
150,TexasAandM,4,12/4/14,cf,73,II-SR,20,6,C,Monday,5,N/A,
151,TexasAandM,2,12/4/14,cf,73,SR-II,10,7,A,Friday,5,Yes,
152,TexasAandM,4,12/4/14,cf,73,SR-II,20,6,A,Friday,5,Yes,
153,TexasAandM,6,12/4/14,cf,73,II-SR,10,5,B,Monday,5,"No, 2/4",
154,TexasAandM,2,12/4/14,cf,73,II-SR,20,6,B,N/A,N/A,N/A,didn't complete SR part of paper packet
155,TexasAandM,6,12/4/14,es,73,SR-II,10,7,C,Monday,5,N/A,
156,TexasAandM,2,12/4/14,es,73,SR-II,20,6,C,Monday,5,N/A,
157,TexasAandM,4,12/4/14,es,73,II-SR,10,5,A,Friday,3,Yes,
158,TexasAandM,4,12/4/14,es,73,II-SR,20,7,A,Monday,5,Yes,leaned against wall
159,TexasAandM,2,12/4/14,es,73,SR-II,10,7,B,Monday,5,Yes,leaned against wall
160,TexasAandM,6,12/4/14,es,73,SR-II,20,6,B,Monday,4,Yes,
161,TexasAandM,6,12/4/14,es,73,II-SR,10,7,C,Monday,5,N/A,rested clipboard on desk
162,TexasAandM,4,12/4/14,es,73,II-SR,20,7,C,Monday,5,N/A,
163,TexasAandM,2,12/4/14,es,73,SR-II,10,7,A,Friday,4,Yes,
164,TexasAandM,4,12/4/14,sd,73,SR-II,20,6,A,Friday,5,Yes,
165,TexasAandM,2,12/4/14,sd,73,II-SR,10,7,B,Monday,5,"No, 1/4",
166,TexasAandM,2,12/4/14,sd,73,II-SR,20,7,B,Friday,4,Yes,sat down
167,TexasAandM,4,12/4/14,sd,73,SR-II,10,7,C,Monday,5,N/A,rested clipboard on desk
168,TexasAandM,2,12/4/14,sd,73,SR-II,20,6,C,Friday,5,N/A,
169,TexasAandM,4,12/4/14,sd,73,II-SR,10,6,A,Monday,5,Yes,rested clipboard on desk for first half and then leaned against the wall for the rest
170,TexasAandM,2,12/5/14,al,73,II-SR,20,6,A,Monday,4,Yes,
171,TexasAandM,3,12/5/14,al,74,SR-II,10,6,B,Monday,2,Yes,leaned against wall
172,TexasAandM,1,12/5/14,al,74,SR-II,20,6,B,Friday,3,Yes,
173,TexasAandM,3,12/5/14,al,74,II-SR,10,6,C,Friday,3,N/A,
174,TexasAandM,2,12/5/14,al,74,II-SR,20,7,C,Monday,5,N/A,
175,TexasAandM,1,12/5/14,al,73,SR-II,10,5,A,Friday,5,Yes,
176,TexasAandM,1,12/5/14,al,73,SR-II,20,6,A,Monday,5,Yes,
177,TexasAandM,3,12/5/14,al,73,II-SR,10,3,B,Monday,2,Yes,
178,TexasAandM,2,12/5/14,ks,74,II-SR,20,6,B,Friday,5,Yes,sat clipboard on desk; cannot display web information at end of study
179,TexasAandM,1,12/5/14,ks,74,SR-II,10,7,C,Monday,4,N/A,cannot display web info at the end of study
180,TexasAandM,3,12/5/14,ks,74,II-SR,10,6,A,Monday,5,Yes,sat clipboard on desk; cannot display web information at end of study
181,TexasAandM,2,12/5/14,ks,73,SR-II,20,5,C,Monday,5,N/A,cannot display web info at the end of study
182,TexasAandM,3,12/5/14,ks,73,SR-II,10,6,B,Monday,4,Yes,cannot display web info at the end of study
183,TexasAandM,1,12/5/14,ks,73,II-SR,20,3,A,Friday,4,Yes,sat clipboard on desk and leaned against table; cannot display web info at the end of the study
184,TexasAandM,2,12/5/14,ks,74,SR-II,20,7,B,Monday,5,Yes,leaned against wall; cannot display web information at the end of study
185,TexasAandM,1,12/5/14,ks,74,II-SR,10,6,C,Monday,5,N/A,cannot display web info at the end of study
186,TexasAandM,3,12/5/14,ks,74,II-SR,20,7,C,Friday,5,N/A,cannot display web info at the end of study
